Departure,Return,Departure station,Return station,Memebership type,Covered distance (m),Duration (sec.),Departure battery voltage (mV),Return battery voltage (mV),Departure temperature (C),Return temperature (C),Stopover duration (sec.),Number of stopovers
2022-01-17 22:00,2022-01-17 22:00,0005 Dunsmuir & Beatty,0187 Bute & Davie,365 Corporate Plus Renewal,2380,845,3684,3874,8,10,0,0
2022-01-17 22:00,2022-01-17 23:00,0012 Dunsmuir & Richards,0187 Bute & Davie,30 Day Pass,1990,628,3726,3906,8,9,0,0
2022-01-17 22:00,2022-01-17 23:00,0063 Robson & Granville,0037 Hornby & Nelson,365 Standard,2425,2533,3434,3650,9,10,1709,1
2022-01-17 22:00,2022-01-17 23:00,0218 Carrall & Seawall,0089 Burrard & Drake,Community Pass,3992,2109,3826,3892,8,7,476,2
2022-01-17 23:00,2022-01-17 23:00,0273 Victoria & 4th,0253 Charles & Woodland,365 Day Founding Plus,1231,359,3956,4085,8,9,0,0
2022-01-17 23:00,2022-01-17 23:00,0019 Robson & Hornby,0096 Nicola & Robson,365 Day Founding Plus,1065,314,3608,3645,8,10,0,0
2022-01-17 23:00,2022-01-17 23:00,0239 Grant & Commercial,0240 2nd & Commercial,365 Plus,341,123,3578,3708,7,6,0,0
2022-01-17 23:00,2022-01-17 23:00,0122 Haro & Denman,0060 Bidwell & Burnaby,30 Day Pass,1165,294,3919,4006,7,10,0,0
2022-01-17 23:00,2022-01-17 23:00,0265 St Catherines & 10th,0236 Keith & 6th,365 Standard,845,234,3595,3708,7,9,0,0
2022-01-17 23:00,2022-01-17 23:00,0266 St Catherines & 7th,0245 Woodland & 10th,365 Plus,1235,410,3702,3764,8,9,0,0
2022-01-17 23:00,2022-01-17 23:00,0060 Bidwell & Burnaby,0032 Comox & Denman,30 Day Pass,520,195,3715,3805,8,8,0,0
2022-01-17 23:00,2022-01-17 23:00,0089 Burrard & Drake,0065 Cypress & Cornwall,Community Pass,4081,1933,3824,3930,9,8,774,3
2022-01-17 23:00,2022-01-18 0:00,0065 Cypress & Cornwall,0065 Cypress & Cornwall,Community Pass,4496,1581,3847,3979,9,6,345,3
2022-01-18 0:00,2022-01-18 0:00,0070 10th & Granville,0114 Cypress & 14th,365 Day Pass Standard SALE,1098,440,3642,3723,8,9,0,0
2022-01-18 0:00,2022-01-18 0:00,0065 Cypress & Cornwall,0088 Harwood & Bute,Community Pass,4588,2097,3885,4011,9,7,699,2
2022-01-18 0:00,2022-01-18 0:00,0014 Canada Place,0041 Cardero & Robson,365 Day Founding Standard,1711,521,3697,3843,7,8,0,0
2022-01-18 0:00,2022-01-18 0:00,0076 Cypress & 4th,0032 Comox & Denman,365 Plus,3536,975,3814,3935,8,9,0,0
2022-01-18 0:00,2022-01-18 0:00,0031 Morton & Denman,0008 8th & Ash,365 Corporate Plus,4602,1346,3879,4114,8,9,0,0
2022-01-18 0:00,2022-01-18 0:00,0236 Keith & 6th,0174 1st & Manitoba,365 Corporate Standard,2389,670,3603,3729,7,10,0,0
2022-01-18 0:00,2022-01-18 1:00,0088 Harwood & Bute,0041 Cardero & Robson,Community Pass,4763,1897,3918,4009,10,6,571,5
2022-01-18 1:00,2022-01-18 1:00,0098 Carrall & Hastings,0228 Keefer & Hawks,Community Pass,1504,589,3798,3971,8,9,0,0
2022-01-18 1:00,2022-01-18 1:00,0041 Cardero & Robson,0122 Haro & Denman,Community Pass,3467,2663,3903,4035,9,7,1616,4
2022-01-18 1:00,2022-01-18 2:00,0122 Haro & Denman,0005 Dunsmuir & Beatty,Community Pass,3448,2179,3937,4072,10,7,1003,3
2022-01-18 1:00,2022-01-18 2:00,0048 Comox & Broughton,0138 Richards & Helmcken,365 Standard,1368,375,3684,3806,8,9,0,0
2022-01-18 2:00,2022-01-18 2:00,0213 Pender & Gore,0228 Keefer & Hawks,365 Day Pass Plus SALE,851,322,3653,3656,7,9,0,0
2022-01-18 3:00,2022-01-18 3:00,0235 Charles & Commercial,0177 Quebec & 1st,365 Plus,3234,829,3513,3774,7,9,0,0
2022-01-18 4:00,2022-01-18 4:00,0187 Bute & Davie,0099 Vancouver Art Gallery - North Plaza,Community Pass,1288,368,3719,3871,8,10,0,0
2022-01-18 5:00,2022-01-18 5:00,0025 Homer & Robson (Vancouver Public Library),0021 Cordova & Granville,30 Day Pass,1023,326,3579,3705,8,7,0,0
2022-01-18 6:00,2022-01-18 6:00,0050 Bute & Comox,0019 Robson & Hornby,30 Day Pass,916,180,3608,3731,7,10,0,0
2022-01-18 6:00,2022-01-18 6:00,0174 1st & Manitoba,0008 8th & Ash,365 Corporate Plus,1257,303,3861,3951,8,9,0,0
2022-01-18 6:00,2022-01-18 6:00,0143 South False Creek Seawall,0193 Science World,365 Corporate Standard Renewal,2411,419,3684,3882,7,9,0,0
2022-01-18 6:00,2022-01-18 6:00,0019 Robson & Hornby,0230 Alexander & Railway,365 Day Pass Plus SALE,2666,757,3784,3939,8,10,0,0
2022-01-18 6:00,2022-01-18 6:00,0108 1st & Chestnut,0153 Arbutus Greenway & Fir,Archived Monthly Standard,837,238,4042,4145,7,10,0,0
2022-01-18 6:00,2022-01-18 7:00,0019 Robson & Hornby,0024 Hornby & Pender,365 Standard,598,130,3598,3731,7,9,0,0
2022-01-18 7:00,2022-01-18 7:00,0193 Science World,0006 Olympic Village Station,365 Plus,1580,416,3731,3863,7,9,0,0
2022-01-18 7:00,2022-01-18 7:00,0150 Alexander & Main,0052 Cambie & Water,365 Plus,708,192,3526,3634,7,9,0,0
2022-01-18 7:00,2022-01-18 7:00,0148 Creekside Park North,0138 Richards & Helmcken,Community Pass,1749,480,3977,4127,7,9,0,0
2022-01-18 7:00,2022-01-18 7:00,0215 Princess & Union,0124 Richards & Cordova,30 Day Pass,2278,745,3666,3810,8,8,0,0
2022-01-18 7:00,2022-01-18 7:00,0011 Ontario & Seawall,0237 Glen & 6th,Community Pass,2215,740,3756,3977,8,10,0,0
2022-01-18 7:00,2022-01-18 7:00,0166 Alder & 11th,0001 10th & Cambie,365 Standard,1378,402,3790,3893,8,9,0,0
2022-01-18 7:00,2022-01-18 7:00,0069 7th & Granville,0134 14th & Main,365 Standard,3504,1172,3521,3697,8,10,0,0
2022-01-18 7:00,2022-01-18 7:00,0009 Spyglass & Seawall,0011 Ontario & Seawall,Community Pass,974,431,3890,4008,8,10,0,0
2022-01-18 7:00,2022-01-18 7:00,0174 1st & Manitoba,0193 Science World,365 Standard,622,142,3803,3893,8,9,0,0
2022-01-18 7:00,2022-01-18 7:00,0032 Comox & Denman,0024 Hornby & Pender,365 Standard,2223,673,3726,3864,7,8,0,0
2022-01-18 7:00,2022-01-18 7:00,0075 Arbutus & 10th,0112 10th & Oak,365 Standard,1988,515,3987,4116,7,8,0,0
2022-01-18 7:00,2022-01-18 7:00,0096 Nicola & Robson,0040 Cardero & Davie,30 Day Pass,661,189,3673,3832,7,9,0,0
2022-01-18 7:00,2022-01-18 7:00,0123 Georgia & Thurlow,0021 Cordova & Granville,30 Day Pass,1108,189,3758,3895,8,9,0,0
2022-01-18 7:00,2022-01-18 7:00,0273 Victoria & 4th,0001 10th & Cambie,365 Standard,4220,855,3595,3845,7,10,0,0
2022-01-18 7:00,2022-01-18 7:00,0126 Thurlow & Pendrell,0002 Burrard Station (Melville & Dunsmuir),365 Standard,1251,351,3760,3885,8,10,0,0
2022-01-18 7:00,2022-01-18 8:00,0193 Science World,0006 Olympic Village Station,Community Pass,1811,388,3656,3892,7,8,0,0
2022-01-18 8:00,2022-01-18 8:00,0089 Burrard & Drake,0024 Hornby & Pender,365 Plus,1476,336,3573,3763,8,11,0,0
2022-01-18 8:00,2022-01-18 8:00,0265 St Catherines & 10th,0236 Keith & 6th,365 Day Founding Plus,822,156,3748,3834,7,10,0,0
2022-01-18 8:00,2022-01-18 8:00,0300 Bute & Barclay,0024 Hornby & Pender,365 Standard,1359,547,3748,3866,8,9,0,0
2022-01-18 8:00,2022-01-18 8:00,0142 Beach & Cardero,0028 Davie & Beach,365 Day Founding Plus,512,141,3615,3769,7,8,0,0
2022-01-18 8:00,2022-01-18 8:00,0129 Richards & Robson,0006 Olympic Village Station,365 Corporate Standard,1933,438,3782,4003,8,11,0,0
2022-01-18 8:00,2022-01-18 8:00,0060 Bidwell & Burnaby,0052 Cambie & Water,365 Standard,3647,1097,3692,3977,7,9,0,0
2022-01-18 8:00,2022-01-18 8:00,0087 Broughton & Burnaby,0016 Pender & Burrard,365 Corporate Plus Renewal,1860,536,3768,3906,7,8,0,0
2022-01-18 8:00,2022-01-18 8:00,0002 Burrard Station (Melville & Dunsmuir),0035 Coal Harbour Community Centre,365 Standard,812,234,3769,3872,8,9,0,0
2022-01-18 8:00,2022-01-18 8:00,0005 Dunsmuir & Beatty,0221 Glen & Union,Community Pass,2266,610,3705,3855,8,10,0,0
2022-01-18 8:00,2022-01-18 8:00,0005 Dunsmuir & Beatty,0221 Glen & Union,Community Pass,2256,646,3611,3755,8,9,0,0
2022-01-18 8:00,2022-01-18 8:00,0186 10th & Kingsway,0070 10th & Granville,365 Corporate Plus Renewal,3105,881,3874,4111,7,7,0,0
2022-01-18 8:00,2022-01-18 8:00,0159 Vine & 4th,0053 Keefer & Abbott,365 Corporate Standard,4886,1222,3631,3793,7,9,0,0
2022-01-18 8:00,2022-01-18 8:00,0098 Carrall & Hastings,0053 Keefer & Abbott,365 Corporate Plus,485,170,3726,3721,2,8,0,0
2022-01-18 8:00,2022-01-18 8:00,0159 Vine & 4th,0002 Burrard Station (Melville & Dunsmuir),365 Plus,3845,724,3803,3955,8,10,0,0
2022-01-18 8:00,2022-01-18 8:00,0084 Beach & Broughton,0073 Ontario & 5th,365 Standard,4780,975,3660,3816,7,10,0,0
2022-01-18 8:00,2022-01-18 8:00,0079 Nelson & Richards,0005 Dunsmuir & Beatty,365 Plus,1143,345,3819,3911,8,9,0,0
2022-01-18 8:00,2022-01-18 8:00,0244 10th & Commercial,0981 Workshop - Service Complete,VIP,2242,643,3955,3992,7,8,0,0
2022-01-18 8:00,2022-01-18 8:00,0089 Burrard & Drake,0063 Robson & Granville,365 Corporate Standard,1141,357,3687,3906,7,9,0,0
2022-01-18 8:00,2022-01-18 8:00,0005 Dunsmuir & Beatty,0078 Nelson & Mainland,365 Standard,931,256,3948,4045,7,7,0,0
2022-01-18 8:00,2022-01-18 8:00,0075 Arbutus & 10th,0113 Arbutus & 16th,365 Day Pass Plus SALE,614,282,3834,3953,7,3,0,0
2022-01-18 8:00,2022-01-18 8:00,0001 10th & Cambie,0112 10th & Oak,365 Day Pass Plus SALE,888,239,3689,3771,8,9,0,0
2022-01-18 8:00,2022-01-18 8:00,0084 Beach & Broughton,0225 McLean & Pender,365 Standard,6469,1598,3777,4150,7,10,0,0
2022-01-18 8:00,2022-01-18 8:00,0148 Creekside Park North,0039 Helmcken & Burrard,365 Standard,2380,738,3797,3905,8,9,0,0
2022-01-18 8:00,2022-01-18 8:00,0283 15th & Knight,0244 10th & Commercial,365 Standard,951,345,3666,3734,7,9,0,0
2022-01-18 8:00,2022-01-18 8:00,0093 Chilco & Robson,0201 Shaw Tower,365 Plus,2260,659,3840,4006,7,9,0,0
2022-01-18 8:00,2022-01-18 8:00,0187 Bute & Davie,0123 Georgia & Thurlow,30 Day Pass,1000,355,3690,3810,8,9,0,0
2022-01-18 8:00,2022-01-18 8:00,0092 Chilco & Barclay,0165 Columbia & 5th,365 Corporate Plus,6971,1429,3692,3964,7,9,0,0
2022-01-18 8:00,2022-01-18 8:00,0126 Thurlow & Pendrell,0002 Burrard Station (Melville & Dunsmuir),365 Corporate Plus,1002,342,3763,3864,9,10,0,0
2022-01-18 8:00,2022-01-18 8:00,0174 1st & Manitoba,0081 7th & Heather,30 Day Pass,1570,451,3616,3737,7,7,0,0
2022-01-18 8:00,2022-01-18 8:00,0190 Melville & Bute,0075 Arbutus & 10th,365 Standard,4433,1410,3756,3906,8,9,0,0
2022-01-18 8:00,2022-01-18 8:00,0134 14th & Main,0001 10th & Cambie,365 Plus,1429,426,3666,3768,7,10,0,0
2022-01-18 8:00,2022-01-18 8:00,0050 Bute & Comox,0191 7th & Laurel,365 Corporate Standard,3467,862,3947,4122,7,10,0,0
2022-01-18 8:00,2022-01-18 8:00,0088 Harwood & Bute,0066 Anderson & 2nd,365 Standard,2478,558,3650,3850,7,9,0,0
2022-01-18 8:00,2022-01-18 8:00,0174 1st & Manitoba,0008 8th & Ash,365 Corporate Plus Renewal,1257,378,3621,3732,7,9,0,0
2022-01-18 8:00,2022-01-18 8:00,0219 Hawks & Union,0024 Hornby & Pender,365 Standard,2619,759,3518,3600,8,7,0,0
2022-01-18 8:00,2022-01-18 8:00,0088 Harwood & Bute,0112 10th & Oak,365 Plus,4216,1377,3637,3847,8,9,0,0
2022-01-18 8:00,2022-01-18 8:00,0124 Richards & Cordova,0123 Georgia & Thurlow,365 Plus,1313,546,3718,3829,8,9,0,0
2022-01-18 8:00,2022-01-18 8:00,0173 1st & Columbia,0039 Helmcken & Burrard,365 Corporate Standard Renewal,2969,954,3578,3715,8,9,0,0
2022-01-18 8:00,2022-01-18 8:00,0173 1st & Columbia,0173 1st & Columbia,365 Corporate Standard Renewal,28,39,3441,3540,8,6,0,0
2022-01-18 8:00,2022-01-18 8:00,0016 Pender & Burrard,0287 Carolina & Great Northern Way,365 Standard,4606,1163,3742,4013,8,9,0,0
2022-01-18 8:00,2022-01-18 9:00,0242 8th & Commercial,0250 Woodland & 4th,365 Corporate Plus,633,137,3563,3686,8,9,0,0
2022-01-18 8:00,2022-01-18 9:00,0092 Chilco & Barclay,0021 Cordova & Granville,365 Day Founding Plus,2869,796,3748,3927,7,8,0,0
2022-01-18 8:00,2022-01-18 9:00,0297 6th & Prince Edward,0108 1st & Chestnut,365 Corporate Plus Renewal,5205,1207,3545,3745,8,11,0,0
2022-01-18 8:00,2022-01-18 9:00,0068 Cypress & Broadway,0001 10th & Cambie,365 Corporate Plus Renewal,2617,733,3589,3656,8,8,0,0
2022-01-18 8:00,2022-01-18 9:00,0028 Davie & Beach,0087 Broughton & Burnaby,365 Day Founding Plus,6368,2551,3598,3827,8,11,0,0
2022-01-18 9:00,2022-01-18 9:00,0300 Bute & Barclay,0209 Stanley Park - Information Booth,365 Corporate Plus Renewal,2307,617,3860,3929,7,9,0,0
2022-01-18 9:00,2022-01-18 9:00,0019 Robson & Hornby,0015 Granville & Georgia,365 Corporate Plus,424,146,3668,3792,9,9,0,0
2022-01-18 9:00,2022-01-18 9:00,0048 Comox & Broughton,0035 Coal Harbour Community Centre,365 Standard,892,209,3769,3905,8,10,0,0
2022-01-18 9:00,2022-01-18 9:00,0074 10th & Main,0193 Science World,365 Plus,1457,410,3569,3673,8,10,0,0
2022-01-18 9:00,2022-01-18 9:00,0024 Hornby & Pender,0014 Canada Place,365 Corporate Standard,383,216,3520,3586,8,7,0,0
2022-01-18 9:00,2022-01-18 9:00,0040 Cardero & Davie,0153 Arbutus Greenway & Fir,365 Day Pass Plus SALE,3412,920,3665,3916,7,9,0,0
2022-01-18 9:00,2022-01-18 9:00,0228 Keefer & Hawks,0177 Quebec & 1st,365 Day Founding Standard,2164,613,3834,3995,8,10,0,0
2022-01-18 9:00,2022-01-18 9:00,0083 Aquatic Centre,0035 Coal Harbour Community Centre,365 Day Founding Plus,3224,1586,3723,3926,7,9,0,0
2022-01-18 9:00,2022-01-18 9:00,0255 18th & Main,0222 Adanac & McLean,VIP,5041,951,3816,4005,7,10,0,0
2022-01-18 9:00,2022-01-18 9:00,0225 McLean & Pender,0981 Workshop - Service Complete,VIP,539,217,3629,3666,8,9,0,0
2022-01-18 9:00,2022-01-18 9:00,0143 South False Creek Seawall,0066 Anderson & 2nd,30 Day Pass,1010,275,3753,3818,8,9,0,0
2022-01-18 9:00,2022-01-18 9:00,0122 Haro & Denman,0034 Cordova & Bute,365 Standard,0,664,3573,3681,7,5,0,0
2022-01-18 9:00,2022-01-18 9:00,0187 Bute & Davie,0123 Georgia & Thurlow,365 Corporate Standard Renewal,1008,291,3727,3895,8,9,0,0
2022-01-18 9:00,2022-01-18 9:00,0054 Expo & Carrall,0287 Carolina & Great Northern Way,365 Corporate Plus Renewal,2621,696,3682,3911,8,11,0,0
2022-01-18 9:00,2022-01-18 9:00,0065 Cypress & Cornwall,0014 Canada Place,365 Corporate Plus,3408,938,3640,3805,8,10,0,0
2022-01-18 9:00,2022-01-18 9:00,0048 Comox & Broughton,0125 Hamilton & Robson,365 Corporate Standard Renewal,2056,465,3668,3806,8,10,0,0
2022-01-18 9:00,2022-01-18 9:00,0041 Cardero & Robson,0201 Shaw Tower,365 Corporate Standard,1233,339,3505,3636,8,9,0,0
2022-01-18 9:00,2022-01-18 9:00,0213 Pender & Gore,0230 Alexander & Railway,365 Standard,943,253,3495,3668,8,10,0,0
2022-01-18 9:00,2022-01-18 9:00,0041 Cardero & Robson,0041 Cardero & Robson,365 Corporate Standard,0,73,3510,3647,9,8,0,0
2022-01-18 9:00,2022-01-18 9:00,0237 Glen & 6th,0010 Stamps Landing,Community Pass,3512,1543,3631,3748,8,9,0,0
2022-01-18 9:00,2022-01-18 9:00,0041 Cardero & Robson,0041 Cardero & Robson,365 Corporate Standard,0,21,3645,3715,8,7,0,0
2022-01-18 9:00,2022-01-18 9:00,0154 Kitsilano Beach Park,0026 Beatty & Robson,365 Standard,7800,1447,3684,3829,6,9,0,0
2022-01-18 9:00,2022-01-18 9:00,0109 7th & Arbutus,0065 Cypress & Cornwall,365 Corporate Plus,1227,378,3834,3942,7,10,0,0
2022-01-18 9:00,2022-01-18 9:00,0087 Broughton & Burnaby,0019 Robson & Hornby,365 Standard,1535,477,3648,3800,8,10,0,0
2022-01-18 9:00,2022-01-18 9:00,0039 Helmcken & Burrard,0171 5th & Yukon,30 Day Pass,2364,632,3605,3756,9,11,0,0
2022-01-18 9:00,2022-01-18 9:00,0088 Harwood & Bute,0037 Hornby & Nelson,30 Day Pass,1100,281,3724,3879,7,9,0,0
2022-01-18 9:00,2022-01-18 9:00,0041 Cardero & Robson,0040 Cardero & Davie,365 Corporate Plus Renewal,686,249,3586,3640,7,8,0,0
2022-01-18 9:00,2022-01-18 9:00,0119 3rd & Quebec,0034 Cordova & Bute,365 Plus,0,962,3589,3658,7,7,0,0
2022-01-18 9:00,2022-01-18 9:00,0166 Alder & 11th,0205 Pine & 10th,365 Plus,1014,394,3629,3703,8,9,0,0
2022-01-18 9:00,2022-01-18 9:00,0211 14th & Alder,0112 10th & Oak,365 Day Founding Standard,829,225,3814,3922,8,10,0,0
2022-01-18 9:00,2022-01-18 9:00,0143 South False Creek Seawall,0017 Marinaside & Davie,365 Corporate Plus Renewal,2503,639,3576,3732,7,10,0,0
2022-01-18 9:00,2022-01-18 9:00,0099 Vancouver Art Gallery - North Plaza,0221 Glen & Union,365 Standard,3373,970,3648,3808,9,10,0,0
2022-01-18 9:00,2022-01-18 9:00,0041 Cardero & Robson,0150 Alexander & Main,Community Pass,3187,923,3724,3924,7,9,0,0
2022-01-18 9:00,2022-01-18 9:00,0040 Cardero & Davie,0037 Hornby & Nelson,30 Day Pass,1390,391,3818,3926,8,9,0,0
2022-01-18 9:00,2022-01-18 9:00,0199 Georgia & Main,0124 Richards & Cordova,365 Corporate Plus,1321,292,3681,3774,8,10,0,0
2022-01-18 9:00,2022-01-18 9:00,0037 Hornby & Nelson,0024 Hornby & Pender,365 Corporate Plus Renewal,880,310,3503,3640,8,9,0,0
2022-01-18 9:00,2022-01-18 9:00,0189 Granville Island,0073 Ontario & 5th,Community Pass,3663,910,3631,3814,7,10,0,0
2022-01-18 9:00,2022-01-18 10:00,0102 Stanley Park - Second Beach North,0047 Chilco & Beach,365 Corporate Plus,974,274,3798,4011,8,8,0,0
2022-01-18 9:00,2022-01-18 10:00,0053 Keefer & Abbott,0230 Alexander & Railway,365 Standard,1796,482,3665,3787,8,11,0,0
2022-01-18 9:00,2022-01-18 10:00,0248 St George & Broadway,0174 1st & Manitoba,365 Standard,1964,774,3984,4080,9,10,0,0
2022-01-18 9:00,2022-01-18 10:00,0040 Cardero & Davie,0011 Ontario & Seawall,365 Standard,5184,1188,3595,3727,8,10,0,0
2022-01-18 9:00,2022-01-18 10:00,0024 Hornby & Pender,0032 Comox & Denman,365 Standard,2442,907,3758,3901,8,9,0,0
2022-01-18 9:00,2022-01-18 16:00,0187 Bute & Davie,0124 Richards & Cordova,365 Standard,2268,560,3465,3432,8,8,0,0
2022-01-18 10:00,2022-01-18 10:00,0010 Stamps Landing,0174 1st & Manitoba,365 Corporate Plus Renewal,1170,350,3615,3771,9,11,0,0
2022-01-18 10:00,2022-01-18 10:00,0148 Creekside Park North,0048 Comox & Broughton,30 Day Pass,3818,1376,3673,3831,9,8,0,0
2022-01-18 10:00,2022-01-18 10:00,0206 8th & Scotia,0001 10th & Cambie,365 Standard,1417,503,3621,3713,9,10,0,0
2022-01-18 10:00,2022-01-18 10:00,0206 8th & Scotia,0244 10th & Commercial,365 Plus,2387,1027,3718,3930,9,9,0,0
2022-01-18 10:00,2022-01-18 10:00,0300 Bute & Barclay,0088 Harwood & Bute,365 Day Founding Plus,741,239,3634,3760,8,8,0,0
2022-01-18 10:00,2022-01-18 10:00,0112 10th & Oak,0004 Yaletown-Roundhouse Station,30 Day Pass,2999,960,3814,3966,8,10,0,0
2022-01-18 10:00,2022-01-18 10:00,0060 Bidwell & Burnaby,0154 Kitsilano Beach Park,365 Day Founding Plus,3436,1021,3866,4072,7,10,0,0
2022-01-18 10:00,2022-01-18 10:00,0076 Cypress & 4th,0058 Homer & Smithe,365 Plus,3154,752,3668,3760,8,10,0,0
2022-01-18 10:00,2022-01-18 10:00,0211 14th & Alder,0166 Alder & 11th,365 Standard,369,267,3692,3776,9,9,0,0
2022-01-18 10:00,2022-01-18 10:00,0192 7th &  Alder,0069 7th & Granville,30 Day Pass,541,172,3648,3795,9,9,0,0
2022-01-18 10:00,2022-01-18 10:00,0193 Science World,0073 Ontario & 5th,365 Day Founding Standard,898,291,3626,3716,9,10,0,0
2022-01-18 10:00,2022-01-18 10:00,0066 Anderson & 2nd,0002 Burrard Station (Melville & Dunsmuir),365 Corporate Standard Renewal,3359,858,3679,3871,8,11,0,0
2022-01-18 10:00,2022-01-18 10:00,0060 Bidwell & Burnaby,0025 Homer & Robson (Vancouver Public Library),365 Plus,2646,1200,3579,3679,8,8,0,0
2022-01-18 10:00,2022-01-18 10:00,0140 Burrard & 7th,0069 7th & Granville,365 Day Founding Plus,592,278,3673,3742,9,9,0,0
2022-01-18 10:00,2022-01-18 10:00,0174 1st & Manitoba,0057 Marinaside & Cooperage,365 Standard,2007,600,3681,3855,9,9,0,0
2022-01-18 10:00,2022-01-18 10:00,0060 Bidwell & Burnaby,0063 Robson & Granville,30 Day Pass,2380,798,3642,3827,8,8,0,0
2022-01-18 10:00,2022-01-18 11:00,0040 Cardero & Davie,0041 Cardero & Robson,365 Corporate Plus Renewal,688,180,3637,3726,9,10,0,0
2022-01-18 10:00,2022-01-18 11:00,0173 1st & Columbia,0053 Keefer & Abbott,30 Day Pass,2086,713,3734,3864,9,9,0,0
2022-01-18 10:00,2022-01-18 11:00,0193 Science World,0047 Chilco & Beach,365 Day Founding Standard,5305,1172,3629,3810,8,10,0,0
2022-01-18 11:00,2022-01-18 11:00,0019 Robson & Hornby,0063 Robson & Granville,30 Day Pass,224,155,3660,3716,9,9,0,0
2022-01-18 11:00,2022-01-18 11:00,0126 Thurlow & Pendrell,0032 Comox & Denman,30 Day Pass,1219,420,3903,3992,9,10,0,0
2022-01-18 11:00,2022-01-18 11:00,0166 Alder & 11th,0001 10th & Cambie,365 Corporate Plus Renewal,1374,432,3494,3689,9,11,0,0
2022-01-18 11:00,2022-01-18 11:00,0166 Alder & 11th,0001 10th & Cambie,365 Corporate Plus Renewal,1372,430,3692,3821,9,11,0,0
2022-01-18 11:00,2022-01-18 11:00,0199 Georgia & Main,0019 Robson & Hornby,365 Plus,2219,633,3621,3755,10,11,0,0
2022-01-18 11:00,2022-01-18 11:00,0230 Alexander & Railway,0053 Keefer & Abbott,365 Standard,1848,456,3684,3797,8,10,0,0
2022-01-18 11:00,2022-01-18 11:00,0025 Homer & Robson (Vancouver Public Library),0014 Canada Place,365 Standard,1427,517,3531,3692,8,8,0,0
2022-01-18 11:00,2022-01-18 11:00,0017 Marinaside & Davie,0190 Melville & Bute,Community Pass,2336,933,3703,3885,9,11,0,0
2022-01-18 11:00,2022-01-18 11:00,0088 Harwood & Bute,0207 Alberni & Jervis,Community Pass,1229,475,3650,3750,9,10,0,0
2022-01-18 11:00,2022-01-18 11:00,0084 Beach & Broughton,0122 Haro & Denman,365 Standard,1678,433,3594,3689,8,9,0,0
2022-01-18 11:00,2022-01-18 11:00,0198 5th & Main,0199 Georgia & Main,365 Plus,1749,358,3602,3726,9,12,0,0
2022-01-18 11:00,2022-01-18 11:00,0084 Beach & Broughton,0122 Haro & Denman,365 Corporate Plus,6054,2214,3705,3913,9,10,0,0
2022-01-18 11:00,2022-01-18 11:00,0045 Beach & Hornby,0004 Yaletown-Roundhouse Station,365 Plus,1090,244,3950,4035,9,10,0,0
2022-01-18 11:00,2022-01-18 11:00,0215 Princess & Union,0024 Hornby & Pender,365 Standard,2517,646,3879,4027,8,10,0,0
2022-01-18 11:00,2022-01-18 11:00,0231 Napier & Commercial,0027 Beatty & Nelson,365 Standard,4241,1033,3674,3747,9,10,0,0
2022-01-18 11:00,2022-01-18 11:00,0143 South False Creek Seawall,0006 Olympic Village Station,365 Plus,1196,333,3990,4114,9,11,0,0
2022-01-18 11:00,2022-01-18 11:00,0005 Dunsmuir & Beatty,0024 Hornby & Pender,365 Day Pass Plus SALE,1037,565,3795,3903,9,9,0,0
2022-01-18 11:00,2022-01-18 11:00,0230 Alexander & Railway,0002 Burrard Station (Melville & Dunsmuir),365 Day Pass Plus SALE,2540,665,3753,3995,9,11,0,0
2022-01-18 11:00,2022-01-18 11:00,0087 Broughton & Burnaby,0035 Coal Harbour Community Centre,365 Standard,1204,489,3690,3805,9,9,0,0
2022-01-18 11:00,2022-01-18 12:00,0088 Harwood & Bute,0060 Bidwell & Burnaby,365 Corporate Plus,802,206,3740,3881,8,10,0,0
2022-01-18 11:00,2022-01-18 12:00,0063 Robson & Granville,0066 Anderson & 2nd,30 Day Pass,5978,1335,3689,3963,9,8,0,0
2022-01-18 11:00,2022-01-18 12:00,0098 Carrall & Hastings,0300 Bute & Barclay,Community Pass,5558,3241,3653,3792,9,8,389,1
2022-01-18 11:00,2022-01-18 12:00,0187 Bute & Davie,0129 Richards & Robson,30 Day Pass,1666,740,3797,3901,8,9,0,0
2022-01-18 12:00,2022-01-18 12:00,0089 Burrard & Drake,0004 Yaletown-Roundhouse Station,365 Standard,1298,377,3802,4011,9,11,0,0
2022-01-18 12:00,2022-01-18 12:00,0228 Keefer & Hawks,0222 Adanac & McLean,365 Standard,1268,349,3715,3829,8,9,0,0
