Departure,Return,Departure station,Return station,Memebership type,Covered distance (m),Duration (sec.),Departure battery voltage (mV),Return battery voltage (mV),Departure temperature (C),Return temperature (C),Stopover duration (sec.),Number of stopovers
2022-01-14 16:00,2022-01-14 16:00,0002 Burrard Station (Melville & Dunsmuir),0153 Arbutus Greenway & Fir,365 Corporate Plus Renewal,3522,858,3810,3924,12,13,0,0
2022-01-14 16:00,2022-01-14 16:00,0024 Hornby & Pender,0153 Arbutus Greenway & Fir,365 Standard,3775,942,3397,3627,11,13,0,0
2022-01-14 16:00,2022-01-14 16:00,0014 Canada Place,0093 Chilco & Robson,30 Day Pass,2850,804,3821,3937,11,11,0,0
2022-01-14 16:00,2022-01-14 16:00,0218 Carrall & Seawall,0177 Quebec & 1st,24 Hour,1157,751,3568,3671,12,11,0,0
2022-01-14 16:00,2022-01-14 16:00,0230 Alexander & Railway,0052 Cambie & Water,365 Plus,1464,335,3673,3860,11,14,0,0
2022-01-14 16:00,2022-01-14 16:00,0218 Carrall & Seawall,0177 Quebec & 1st,24 Hour,1511,768,3656,3773,13,12,0,0
2022-01-14 16:00,2022-01-14 16:00,0187 Bute & Davie,0122 Haro & Denman,Community Pass,2507,1031,3710,3853,11,12,0,0
2022-01-14 16:00,2022-01-14 16:00,0019 Robson & Hornby,0024 Hornby & Pender,365 Standard,553,113,3702,3785,12,13,0,0
2022-01-14 16:00,2022-01-14 16:00,0224 Pender & Commercial,0219 Hawks & Union,365 Plus,0,466,3421,3523,11,10,0,0
2022-01-14 16:00,2022-01-14 16:00,0053 Keefer & Abbott,0213 Pender & Gore,365 Day Founding Plus,937,291,3731,3906,12,13,0,0
2022-01-14 16:00,2022-01-14 16:00,0009 Spyglass & Seawall,0066 Anderson & 2nd,24 Hour,2219,752,3661,3845,12,9,0,0
2022-01-14 16:00,2022-01-14 16:00,0088 Harwood & Bute,0187 Bute & Davie,Community Pass,281,285,3648,3798,11,11,0,0
2022-01-14 16:00,2022-01-14 16:00,0298 6th & Carolina,0171 5th & Yukon,365 Plus,2438,883,3848,3997,11,12,0,0
2022-01-14 16:00,2022-01-14 16:00,0300 Bute & Barclay,0078 Nelson & Mainland,365 Plus,1345,306,3615,3808,11,11,0,0
2022-01-14 16:00,2022-01-14 16:00,0153 Arbutus Greenway & Fir,0065 Cypress & Cornwall,365 Corporate Standard Renewal,1217,340,3568,3637,11,13,0,0
2022-01-14 16:00,2022-01-14 16:00,0187 Bute & Davie,0096 Nicola & Robson,365 Day Founding Plus,976,325,3444,3576,12,14,0,0
2022-01-14 16:00,2022-01-14 16:00,0028 Davie & Beach,0137 Beach & Seymour,24 Hour,2378,1307,3882,4108,11,10,0,0
2022-01-14 16:00,2022-01-14 16:00,0028 Davie & Beach,0137 Beach & Seymour,24 Hour,2409,1305,3692,3829,11,10,0,0
2022-01-14 16:00,2022-01-14 16:00,0104 Stanley Park - Second Beach South,0100 Stanley Park - Prospect Point,30 Day Pass,0,1433,3602,3627,11,9,0,0
2022-01-14 16:00,2022-01-14 16:00,0113 Arbutus & 16th,0075 Arbutus & 10th,365 Day Pass Plus SALE,712,318,3679,3758,11,10,0,0
2022-01-14 16:00,2022-01-14 16:00,0105 Stanley Park - Totem Poles,0209 Stanley Park - Information Booth,24 Hour,2266,1171,3576,3727,10,12,0,0
2022-01-14 16:00,2022-01-14 16:00,0026 Beatty & Robson,0073 Ontario & 5th,24 Hour,2699,959,3782,3937,12,10,0,0
2022-01-14 16:00,2022-01-14 16:00,0057 Marinaside & Cooperage,0102 Stanley Park - Second Beach North,30 Day Pass,4964,1456,3753,3969,10,11,0,0
2022-01-14 16:00,2022-01-14 16:00,0006 Olympic Village Station,0032 Comox & Denman,365 Corporate Standard Renewal,3910,1251,3843,4003,11,14,0,0
2022-01-14 16:00,2022-01-14 16:00,0079 Nelson & Richards,0083 Aquatic Centre,365 Standard,2029,570,3905,4063,12,14,0,0
2022-01-14 16:00,2022-01-14 16:00,0057 Marinaside & Cooperage,0057 Marinaside & Cooperage,30 Day Pass,0,18,3745,3845,10,9,0,0
2022-01-14 16:00,2022-01-14 16:00,0015 Granville & Georgia,0207 Alberni & Jervis,30 Day Pass,945,448,3666,3769,12,13,0,0
2022-01-14 16:00,2022-01-14 16:00,0105 Stanley Park - Totem Poles,0209 Stanley Park - Information Booth,24 Hour,2268,1285,3586,3666,11,12,0,0
2022-01-14 16:00,2022-01-14 16:00,0218 Carrall & Seawall,0054 Expo & Carrall,365 Day Founding Plus,8519,2228,3879,4163,11,14,0,0
2022-01-14 16:00,2022-01-14 16:00,0105 Stanley Park - Totem Poles,0209 Stanley Park - Information Booth,24 Hour,2301,1300,3742,3898,10,11,0,0
2022-01-14 16:00,2022-01-14 16:00,0218 Carrall & Seawall,0138 Richards & Helmcken,365 Day Founding Plus,6869,1734,3735,3977,11,13,0,0
2022-01-14 16:00,2022-01-14 16:00,0166 Alder & 11th,0071 14th & Granville,Community Pass,935,406,3627,3719,12,12,0,0
2022-01-14 16:00,2022-01-14 16:00,0105 Stanley Park - Totem Poles,0209 Stanley Park - Information Booth,24 Hour,2289,1360,4003,4200,11,11,0,0
2022-01-14 16:00,2022-01-14 16:00,0170 8th & Yukon,0053 Keefer & Abbott,365 Standard,3101,843,3900,4051,12,13,0,0
2022-01-14 16:00,2022-01-14 16:00,0218 Carrall & Seawall,0218 Carrall & Seawall,365 Day Founding Plus,0,19,3792,3842,12,11,0,0
2022-01-14 16:00,2022-01-14 16:00,0006 Olympic Village Station,0143 South False Creek Seawall,Community Pass,1151,349,3744,3858,11,13,0,0
2022-01-14 16:00,2022-01-14 16:00,0177 Quebec & 1st,0052 Cambie & Water,Community Pass,2135,773,3692,3779,12,12,0,0
2022-01-14 16:00,2022-01-14 16:00,0021 Cordova & Granville,0218 Carrall & Seawall,24 Hour,1668,1159,3598,3790,12,10,0,0
2022-01-14 16:00,2022-01-14 16:00,0089 Burrard & Drake,0006 Olympic Village Station,365 Plus,5601,1523,3889,4122,12,13,0,0
2022-01-14 16:00,2022-01-14 16:00,0109 7th & Arbutus,0159 Vine & 4th,365 Standard,696,208,3658,3698,11,10,0,0
2022-01-14 16:00,2022-01-14 16:00,0193 Science World,0009 Spyglass & Seawall,24 Hour,1304,869,3706,3811,12,12,0,0
2022-01-14 16:00,2022-01-14 16:00,0137 Beach & Seymour,0108 1st & Chestnut,24 Hour,0,1661,3521,3578,11,10,0,0
2022-01-14 16:00,2022-01-14 16:00,0108 1st & Chestnut,0083 Aquatic Centre,365 Corporate Plus Renewal,2017,639,3808,3943,12,14,0,0
2022-01-14 16:00,2022-01-14 16:00,0193 Science World,0009 Spyglass & Seawall,24 Hour,1270,840,3627,3798,11,10,0,0
2022-01-14 16:00,2022-01-14 16:00,0137 Beach & Seymour,0108 1st & Chestnut,24 Hour,2948,1430,4001,4013,12,12,0,0
2022-01-14 16:00,2022-01-14 16:00,0021 Cordova & Granville,0021 Cordova & Granville,24 Hour,0,126,3742,3790,12,10,0,0
2022-01-14 16:00,2022-01-14 16:00,0021 Cordova & Granville,0218 Carrall & Seawall,24 Hour,618,1180,3581,3721,11,9,0,0
2022-01-14 16:00,2022-01-14 16:00,0021 Cordova & Granville,0218 Carrall & Seawall,24 Hour,1782,1215,3653,3742,12,12,0,0
2022-01-14 16:00,2022-01-14 16:00,0037 Hornby & Nelson,0014 Canada Place,365 Standard,1304,694,3826,3956,12,12,0,0
2022-01-14 16:00,2022-01-14 16:00,0054 Expo & Carrall,0218 Carrall & Seawall,365 Day Founding Plus,669,279,3861,3947,12,12,0,0
2022-01-14 16:00,2022-01-14 16:00,0105 Stanley Park - Totem Poles,0105 Stanley Park - Totem Poles,24 Hour,2,203,4087,4121,10,10,0,0
2022-01-14 16:00,2022-01-14 16:00,0105 Stanley Park - Totem Poles,0105 Stanley Park - Totem Poles,24 Hour,26,493,3764,3724,10,10,0,0
2022-01-14 16:00,2022-01-14 16:00,0100 Stanley Park - Prospect Point,0104 Stanley Park - Second Beach South,24 Hour,4657,1810,3624,3852,10,11,0,0
2022-01-14 16:00,2022-01-14 16:00,0255 18th & Main,0206 8th & Scotia,365 Standard,1188,329,4114,4188,11,13,0,0
2022-01-14 16:00,2022-01-14 16:00,0136 David Lam Park - West,0143 South False Creek Seawall,24 Hour,5006,1551,4035,4208,11,14,0,0
2022-01-14 16:00,2022-01-14 16:00,0105 Stanley Park - Totem Poles,0105 Stanley Park - Totem Poles,24 Hour,26,268,3748,3834,10,8,0,0
2022-01-14 16:00,2022-01-14 16:00,0136 David Lam Park - West,0143 South False Creek Seawall,24 Hour,5090,1551,3750,4098,12,14,0,0
2022-01-14 16:00,2022-01-14 16:00,0250 Woodland & 4th,0242 8th & Commercial,365 Corporate Plus,641,190,3526,3694,12,13,0,0
2022-01-14 16:00,2022-01-14 16:00,0100 Stanley Park - Prospect Point,0104 Stanley Park - Second Beach South,24 Hour,4688,1818,3587,3834,10,11,0,0
2022-01-14 16:00,2022-01-14 16:00,0012 Dunsmuir & Richards,0197 1st & Scotia,365 Standard,2783,639,3795,3910,12,14,0,0
2022-01-14 16:00,2022-01-14 16:00,0100 Stanley Park - Prospect Point,0100 Stanley Park - Prospect Point,24 Hour,0,16,3727,3790,10,9,0,0
2022-01-14 16:00,2022-01-14 16:00,0099 Vancouver Art Gallery - North Plaza,0053 Keefer & Abbott,365 Day Founding Plus,1500,529,3776,3872,11,13,0,0
2022-01-14 16:00,2022-01-14 16:00,0112 10th & Oak,0075 Arbutus & 10th,365 Plus,2013,649,3608,3697,11,14,0,0
2022-01-14 16:00,2022-01-14 16:00,0064 Expo & Smithe,0204 York & Yew,365 Standard,3849,1509,3800,4105,12,11,0,0
2022-01-14 16:00,2022-01-14 16:00,0079 Nelson & Richards,0218 Carrall & Seawall,365 Day Founding Plus,1633,636,3663,3814,12,12,0,0
2022-01-14 16:00,2022-01-14 16:00,0037 Hornby & Nelson,0122 Haro & Denman,365 Standard,2013,1678,3956,4000,13,12,901,2
2022-01-14 16:00,2022-01-14 16:00,0008 8th & Ash,0174 1st & Manitoba,365 Corporate Plus,1239,300,3616,3782,11,14,0,0
2022-01-14 16:00,2022-01-14 16:00,0021 Cordova & Granville,0123 Georgia & Thurlow,30 Day Pass,1190,330,3686,3776,11,13,0,0
2022-01-14 16:00,2022-01-14 17:00,0041 Cardero & Robson,0083 Aquatic Centre,365 Day Founding Plus,1741,811,3615,3697,11,12,0,0
2022-01-14 16:00,2022-01-14 17:00,0161 Alexander & Dunlevy,0052 Cambie & Water,Community Pass,1102,287,3706,3793,12,13,0,0
2022-01-14 16:00,2022-01-14 17:00,0213 Pender & Gore,0125 Hamilton & Robson,365 Day Founding Plus,2176,692,3647,3847,12,12,0,0
2022-01-14 16:00,2022-01-14 17:00,0105 Stanley Park - Totem Poles,0101 Stanley Park - Vancouver Aquarium,24 Hour,2125,907,3742,3866,10,8,0,0
2022-01-14 16:00,2022-01-14 17:00,0001 10th & Cambie,0176 10th & Ontario,365 Day Founding Plus,733,213,3677,3808,10,11,0,0
2022-01-14 16:00,2022-01-14 17:00,0105 Stanley Park - Totem Poles,0101 Stanley Park - Vancouver Aquarium,24 Hour,2115,956,3814,3945,11,10,0,0
2022-01-14 16:00,2022-01-14 17:00,0019 Robson & Hornby,0076 Cypress & 4th,365 Plus,2887,854,3715,3872,11,10,0,0
2022-01-14 16:00,2022-01-14 17:00,0197 1st & Scotia,0283 15th & Knight,24 Hour,2979,1445,3487,3719,12,9,0,0
2022-01-14 16:00,2022-01-14 17:00,0039 Helmcken & Burrard,0177 Quebec & 1st,365 Standard,3626,1070,3745,3897,11,13,0,0
2022-01-14 16:00,2022-01-14 17:00,0197 1st & Scotia,0283 15th & Knight,24 Hour,3352,1483,3665,3806,13,12,0,0
2022-01-14 16:00,2022-01-14 17:00,0044 Pacific & Richards,0055 Keefer & Columbia,365 Standard,2305,562,3848,3939,11,12,0,0
2022-01-14 16:00,2022-01-14 17:00,0221 Glen & Union,0273 Victoria & 4th,365 Standard,2399,804,3663,3802,11,13,0,0
2022-01-14 16:00,2022-01-14 17:00,0102 Stanley Park - Second Beach North,0057 Marinaside & Cooperage,30 Day Pass,4960,1512,3803,4058,10,10,0,0
2022-01-14 16:00,2022-01-14 17:00,0017 Marinaside & Davie,0143 South False Creek Seawall,365 Corporate Plus Renewal,2593,715,4053,4217,11,12,0,0
2022-01-14 16:00,2022-01-14 17:00,0034 Cordova & Bute,0045 Beach & Hornby,365 Plus,4829,1457,3524,3950,12,10,0,0
2022-01-14 16:00,2022-01-14 17:00,0177 Quebec & 1st,0283 15th & Knight,24 Hour,3896,2503,3655,3721,12,9,0,0
2022-01-14 16:00,2022-01-14 17:00,0215 Princess & Union,0082 Richards & Davie,365 Plus,2964,1664,3660,3773,10,9,0,0
2022-01-14 16:00,2022-01-14 17:00,0102 Stanley Park - Second Beach North,0004 Yaletown-Roundhouse Station,365 Plus,5927,1585,3723,4022,9,12,0,0
2022-01-14 16:00,2022-01-14 17:00,0030 Abbott & Cordova,0102 Stanley Park - Second Beach North,Community Pass,6181,1427,3784,3971,12,13,0,0
2022-01-14 16:00,2022-01-14 17:00,0031 Morton & Denman,0031 Morton & Denman,365 Day Pass Plus SALE,13442,2754,3750,4092,11,12,0,0
2022-01-14 16:00,2022-01-14 17:00,0009 Spyglass & Seawall,0066 Anderson & 2nd,24 Hour,2211,2901,3715,3761,12,9,0,0
2022-01-14 16:00,2022-01-14 17:00,0089 Burrard & Drake,0006 Olympic Village Station,365 Plus,5646,1535,3782,3969,12,8,0,0
2022-01-14 16:00,2022-01-14 20:00,0100 Stanley Park - Prospect Point,0100 Stanley Park - Prospect Point,24 Hour,1376,14317,3784,3795,11,8,0,0
2022-01-14 16:00,2022-01-15 11:00,0100 Stanley Park - Prospect Point,0100 Stanley Park - Prospect Point,24 Hour,1119,65031,3769,3793,10,8,0,0
2022-01-14 17:00,2022-01-14 17:00,0187 Bute & Davie,0300 Bute & Barclay,30 Day Pass,741,362,3727,3768,9,10,0,0
2022-01-14 17:00,2022-01-14 17:00,0039 Helmcken & Burrard,0032 Comox & Denman,365 Day Founding Standard,1366,435,3737,3876,10,12,0,0
2022-01-14 17:00,2022-01-14 17:00,0300 Bute & Barclay,0048 Comox & Broughton,365 Standard,0,233,3528,3582,10,9,0,0
2022-01-14 17:00,2022-01-14 17:00,0137 Beach & Seymour,0057 Marinaside & Cooperage,365 Corporate Plus,1676,495,3676,3906,9,11,0,0
2022-01-14 17:00,2022-01-14 17:00,0073 Ontario & 5th,0171 5th & Yukon,30 Day Pass,614,184,3814,3947,10,12,0,0
2022-01-14 17:00,2022-01-14 17:00,0069 7th & Granville,0017 Marinaside & Davie,365 Day Founding Standard,3210,688,3810,4030,9,11,0,0
2022-01-14 17:00,2022-01-14 17:00,0014 Canada Place,0213 Pender & Gore,365 Corporate Plus Renewal,1796,618,3648,3811,11,10,0,0
2022-01-14 17:00,2022-01-14 17:00,0006 Olympic Village Station,0066 Anderson & 2nd,365 Day Founding Plus,1876,382,3829,4018,9,11,0,0
2022-01-14 17:00,2022-01-14 17:00,0215 Princess & Union,0137 Beach & Seymour,365 Standard,3685,657,3636,3842,10,11,0,0
2022-01-14 17:00,2022-01-14 17:00,0034 Cordova & Bute,0119 3rd & Quebec,365 Plus,3663,1034,3632,3837,10,12,0,0
2022-01-14 17:00,2022-01-14 17:00,0087 Broughton & Burnaby,0017 Marinaside & Davie,365 Corporate Plus,2962,773,3855,3979,10,11,0,0
2022-01-14 17:00,2022-01-14 17:00,0011 Ontario & Seawall,0227 Campbell & Hastings,365 Corporate Standard,2497,893,3594,3655,9,8,0,0
2022-01-14 17:00,2022-01-14 17:00,0024 Hornby & Pender,0092 Chilco & Barclay,365 Day Founding Standard,2258,745,3658,3818,11,10,0,0
2022-01-14 17:00,2022-01-14 17:00,0066 Anderson & 2nd,0174 1st & Manitoba,365 Standard,3114,662,3732,3895,10,12,0,0
2022-01-14 17:00,2022-01-14 17:00,0189 Granville Island,0193 Science World,24 Hour,3459,922,3913,4080,9,11,0,0
2022-01-14 17:00,2022-01-14 17:00,0189 Granville Island,0193 Science World,24 Hour,3448,935,3581,3818,10,11,0,0
2022-01-14 17:00,2022-01-14 17:00,0285 Commercial & Pandora,0004 Yaletown-Roundhouse Station,365 Standard,4951,1139,3676,3824,10,12,0,0
2022-01-14 17:00,2022-01-14 17:00,0006 Olympic Village Station,0174 1st & Manitoba,30 Day Pass,943,323,3877,3977,10,12,0,0
2022-01-14 17:00,2022-01-14 17:00,0112 10th & Oak,0211 14th & Alder,365 Corporate Plus Renewal,1600,192,3636,3764,10,12,0,0
2022-01-14 17:00,2022-01-14 17:00,0065 Cypress & Cornwall,0037 Hornby & Nelson,365 Standard,2291,645,3740,3879,9,11,0,0
2022-01-14 17:00,2022-01-14 17:00,0025 Homer & Robson (Vancouver Public Library),0108 1st & Chestnut,365 Standard,3034,724,3810,3921,11,13,0,0
2022-01-14 17:00,2022-01-14 17:00,0063 Robson & Granville,0026 Beatty & Robson,365 Corporate Plus,653,234,3715,3816,11,12,0,0
2022-01-14 17:00,2022-01-14 17:00,0012 Dunsmuir & Richards,0092 Chilco & Barclay,365 Day Founding Plus,2756,1009,3776,3861,11,10,283,1
2022-01-14 17:00,2022-01-14 17:00,0300 Bute & Barclay,0019 Robson & Hornby,365 Corporate Plus,696,284,3702,3795,10,11,0,0
2022-01-14 17:00,2022-01-14 17:00,0189 Granville Island,0037 Hornby & Nelson,365 Standard,4045,1513,3439,3602,9,11,0,0
2022-01-14 17:00,2022-01-14 17:00,0078 Nelson & Mainland,0005 Dunsmuir & Beatty,365 Standard,914,347,3834,3916,10,9,0,0
2022-01-14 17:00,2022-01-14 17:00,0093 Chilco & Robson,0083 Aquatic Centre,Community Pass,2076,502,3798,3964,9,10,0,0
2022-01-14 17:00,2022-01-14 17:00,0258 13th & St George,0206 8th & Scotia,365 Standard,1035,270,3650,3737,10,12,0,0
2022-01-14 17:00,2022-01-14 17:00,0230 Alexander & Railway,0004 Yaletown-Roundhouse Station,365 Standard,3101,841,3810,3982,10,11,0,0
2022-01-14 17:00,2022-01-14 17:00,0227 Campbell & Hastings,0227 Campbell & Hastings,Community Pass,2042,530,3676,3787,10,12,0,0
2022-01-14 17:00,2022-01-14 17:00,0193 Science World,0219 Hawks & Union,365 Corporate Plus,1762,454,3756,3879,10,11,0,0
2022-01-14 17:00,2022-01-14 17:00,0006 Olympic Village Station,0089 Burrard & Drake,365 Plus,5670,1531,3708,3940,10,11,0,0
2022-01-14 17:00,2022-01-14 17:00,0006 Olympic Village Station,0045 Beach & Hornby,365 Plus,5174,1423,3993,4161,10,11,0,0
2022-01-14 17:00,2022-01-14 17:00,0125 Hamilton & Robson,0037 Hornby & Nelson,365 Corporate Standard Renewal,1253,574,3856,4038,11,11,0,0
2022-01-14 17:00,2022-01-14 17:00,0066 Anderson & 2nd,0193 Science World,24 Hour,3467,1198,3758,3934,10,11,0,0
2022-01-14 17:00,2022-01-14 17:00,0125 Hamilton & Robson,0125 Hamilton & Robson,365 Corporate Standard Renewal,0,26,3834,3869,11,10,0,0
2022-01-14 17:00,2022-01-14 17:00,0066 Anderson & 2nd,0193 Science World,24 Hour,3416,1216,3611,3860,10,11,0,0
2022-01-14 17:00,2022-01-14 17:00,0053 Keefer & Abbott,0064 Expo & Smithe,30 Day Pass,778,245,3966,4187,10,10,0,0
2022-01-14 17:00,2022-01-14 17:00,0025 Homer & Robson (Vancouver Public Library),0078 Nelson & Mainland,30 Day Pass,1268,454,3616,3727,11,12,0,0
2022-01-14 17:00,2022-01-14 17:00,0283 15th & Knight,0283 15th & Knight,24 Hour,1613,1637,3547,3697,12,10,0,0
2022-01-14 17:00,2022-01-14 17:00,0166 Alder & 11th,0074 10th & Main,365 Plus,2289,621,3681,3797,10,9,0,0
2022-01-14 17:00,2022-01-14 17:00,0283 15th & Knight,0283 15th & Knight,24 Hour,1688,1620,3624,3805,13,13,0,0
2022-01-14 17:00,2022-01-14 17:00,0071 14th & Granville,0001 10th & Cambie,Community Pass,2293,756,3582,3661,11,11,0,0
2022-01-14 17:00,2022-01-14 17:00,0057 Marinaside & Cooperage,0008 8th & Ash,365 Corporate Plus Renewal,1447,495,3842,3972,10,11,0,0
2022-01-14 17:00,2022-01-14 17:00,0045 Beach & Hornby,0024 Hornby & Pender,365 Standard,1743,606,3847,3984,10,12,0,0
2022-01-14 17:00,2022-01-14 17:00,0112 10th & Oak,0211 14th & Alder,365 Day Founding Standard,814,326,3650,3756,10,12,0,0
2022-01-14 17:00,2022-01-14 17:00,0039 Helmcken & Burrard,0005 Dunsmuir & Beatty,365 Standard,1815,599,3623,3840,11,13,0,0
2022-01-14 17:00,2022-01-14 17:00,0053 Keefer & Abbott,0172 10th & Columbia,365 Standard,2940,806,3590,3745,12,14,0,0
2022-01-14 17:00,2022-01-14 17:00,0001 10th & Cambie,0248 St George & Broadway,365 Standard,1688,612,3692,3853,10,12,0,0
2022-01-14 17:00,2022-01-14 17:00,0028 Davie & Beach,0236 Keith & 6th,365 Corporate Plus,7755,1994,3887,4232,10,9,0,0
2022-01-14 17:00,2022-01-14 17:00,0066 Anderson & 2nd,0199 Georgia & Main,24 Hour,4933,1458,3723,3934,10,11,0,0
2022-01-14 17:00,2022-01-14 17:00,0048 Comox & Broughton,0123 Georgia & Thurlow,365 Day Founding Standard,1076,300,3679,3776,10,12,0,0
2022-01-14 17:00,2022-01-14 17:00,0242 8th & Commercial,0250 Woodland & 4th,365 Corporate Plus,639,132,3613,3739,11,12,0,0
2022-01-14 17:00,2022-01-14 17:00,0028 Davie & Beach,0236 Keith & 6th,365 Corporate Plus,7880,2042,3776,3935,9,11,0,0
2022-01-14 17:00,2022-01-14 17:00,0153 Arbutus Greenway & Fir,0040 Cardero & Davie,365 Day Pass Plus SALE,3463,955,3834,3997,10,10,0,0
2022-01-14 17:00,2022-01-14 17:00,0005 Dunsmuir & Beatty,0124 Richards & Cordova,365 Corporate Plus Renewal,788,278,3934,4043,11,12,0,0
2022-01-14 17:00,2022-01-14 17:00,0066 Anderson & 2nd,0199 Georgia & Main,24 Hour,4514,1511,3668,3853,9,8,0,0
2022-01-14 17:00,2022-01-14 17:00,0019 Robson & Hornby,0139 Burrard & 4th,365 Standard,2783,473,3797,3897,11,13,0,0
2022-01-14 17:00,2022-01-14 17:00,0219 Hawks & Union,0078 Nelson & Mainland,365 Standard,2662,506,3814,3929,10,11,0,0
2022-01-14 17:00,2022-01-14 17:00,0219 Hawks & Union,0028 Davie & Beach,Community Pass,6240,1818,3705,3771,10,10,0,0
2022-01-14 17:00,2022-01-14 17:00,0136 David Lam Park - West,0057 Marinaside & Cooperage,365 Corporate Plus Renewal,829,334,3655,3773,9,12,0,0
2022-01-14 17:00,2022-01-14 17:00,0039 Helmcken & Burrard,0199 Georgia & Main,365 Standard,3567,1428,3521,3481,10,10,0,0
2022-01-14 17:00,2022-01-14 17:00,0177 Quebec & 1st,0174 1st & Manitoba,365 Corporate Standard,287,187,3653,3726,11,11,0,0
2022-01-14 17:00,2022-01-14 17:00,0088 Harwood & Bute,0028 Davie & Beach,365 Day Founding Plus,1235,276,3520,3692,10,12,0,0
2022-01-14 17:00,2022-01-14 17:00,0104 Stanley Park - Second Beach South,0006 Olympic Village Station,30 Day Pass,7140,1570,3732,3985,9,13,0,0
2022-01-14 17:00,2022-01-14 17:00,0010 Stamps Landing,0053 Keefer & Abbott,365 Plus,2787,1102,3490,3702,11,10,0,0
2022-01-14 17:00,2022-01-14 17:00,0136 David Lam Park - West,0053 Keefer & Abbott,365 Corporate Plus,2713,676,3982,4190,10,9,0,0
2022-01-14 17:00,2022-01-14 17:00,0105 Stanley Park - Totem Poles,0105 Stanley Park - Totem Poles,30 Day Pass,2646,1450,3619,3748,10,11,0,0
2022-01-14 17:00,2022-01-14 17:00,0199 Georgia & Main,0028 Davie & Beach,365 Standard,5245,1213,3706,3903,11,12,0,0
2022-01-14 17:00,2022-01-14 18:00,0053 Keefer & Abbott,0148 Creekside Park North,365 Standard,859,259,3694,3856,10,12,0,0
2022-01-14 17:00,2022-01-14 18:00,0170 8th & Yukon,0074 10th & Main,365 Plus,996,326,3702,3831,10,11,0,0
2022-01-14 17:00,2022-01-14 18:00,0124 Richards & Cordova,0148 Creekside Park North,24 Hour,3604,1075,3763,4008,10,12,0,0
2022-01-14 17:00,2022-01-14 18:00,0073 Ontario & 5th,0053 Keefer & Abbott,24 Hour,2172,973,3637,3756,10,10,0,0
2022-01-14 17:00,2022-01-14 18:00,0082 Richards & Davie,0082 Richards & Davie,24 Hour,1970,1515,3800,3947,11,13,0,0
2022-01-14 17:00,2022-01-14 18:00,0082 Richards & Davie,0082 Richards & Davie,24 Hour,1890,1519,3723,3819,10,12,0,0
2022-01-14 17:00,2022-01-14 18:00,0082 Richards & Davie,0082 Richards & Davie,24 Hour,2146,1530,3740,3887,10,12,0,0
2022-01-14 17:00,2022-01-14 18:00,0073 Ontario & 5th,0053 Keefer & Abbott,24 Hour,2180,1010,3434,3700,10,10,0,0
2022-01-14 17:00,2022-01-14 18:00,0272 Pender & Victoria,0252 Woodland & Graveley,365 Day Founding Plus,1772,619,3573,3800,11,11,0,0
2022-01-14 17:00,2022-01-14 18:00,0073 Ontario & 5th,0053 Keefer & Abbott,24 Hour,2158,1048,3816,3884,10,10,0,0
2022-01-14 17:00,2022-01-14 18:00,0073 Ontario & 5th,0053 Keefer & Abbott,24 Hour,2677,1088,3839,4008,10,12,0,0
2022-01-14 17:00,2022-01-14 18:00,0073 Ontario & 5th,0053 Keefer & Abbott,24 Hour,2254,1013,3731,3903,10,11,0,0
2022-01-14 17:00,2022-01-14 18:00,0126 Thurlow & Pendrell,0041 Cardero & Robson,365 Standard,1794,473,3897,4029,10,12,0,0
2022-01-14 17:00,2022-01-14 18:00,0073 Ontario & 5th,0053 Keefer & Abbott,24 Hour,2211,1070,3856,4034,10,10,0,0
2022-01-14 17:00,2022-01-14 18:00,0012 Dunsmuir & Richards,0037 Hornby & Nelson,365 Standard,1114,393,3726,3914,10,10,0,0
2022-01-14 17:00,2022-01-14 18:00,0176 10th & Ontario,0001 10th & Cambie,365 Standard,720,239,3616,3706,9,10,0,0
2022-01-14 17:00,2022-01-14 18:00,0242 8th & Commercial,0252 Woodland & Graveley,365 Day Pass Plus SALE,1086,481,3576,3697,9,10,0,0
2022-01-14 17:00,2022-01-14 18:00,0170 8th & Yukon,0186 10th & Kingsway,365 Corporate Standard Renewal,1310,967,3544,3687,10,10,0,0
2022-01-14 17:00,2022-01-14 18:00,0025 Homer & Robson (Vancouver Public Library),0044 Pacific & Richards,365 Corporate Plus Renewal,1188,499,3782,3932,11,11,0,0
2022-01-14 17:00,2022-01-14 18:00,0152 Arbutus Greenway & 14th,0057 Marinaside & Cooperage,365 Standard,4694,1609,3868,4080,9,12,0,0
2022-01-14 17:00,2022-01-14 18:00,0002 Burrard Station (Melville & Dunsmuir),0076 Cypress & 4th,365 Plus,3156,601,3861,4035,10,11,0,0
2022-01-14 17:00,2022-01-14 18:00,0152 Arbutus Greenway & 14th,0057 Marinaside & Cooperage,30 Day Pass,4719,1684,3592,3811,9,11,0,0
2022-01-14 17:00,2022-01-14 18:00,0152 Arbutus Greenway & 14th,0057 Marinaside & Cooperage,24 Hour,4786,1728,3713,3850,9,11,0,0
2022-01-14 17:00,2022-01-14 18:00,0248 St George & Broadway,0041 Cardero & Robson,365 Standard,5176,1671,3724,3905,10,11,0,0
2022-01-14 17:00,2022-01-14 18:00,0281 Windsor & 14th,0045 Beach & Hornby,Community Pass,7100,2510,3597,3731,10,12,553,1
