Date,day_length,min_temp,max_temp,mean_temp,temp_diff,hdd,cdd,rain,snow,total_precip,snow_on_ground,max_gust,mean_dep_temp,mean_ret_temp,mean_ride_temp,total_dist,total_duration,ebike_trips,num_trips,adj_num_trips,temp_residuals
2017-01-01,497.1333333333333,-2.3,2.2,-0.1,4.5,18.1,0.0,0.0,0.0,0.0,3.0,10.0,3.555555555555556,4.296296296296297,3.925925925925928,338025.0,232693.0,0.0,162,1527.4270049947045,-110.5800491920811
2017-01-02,498.1333333333333,-6.0,1.4,-2.3,7.4,20.3,0.0,0.0,0.0,0.0,2.0,0.0,2.7185185185185183,3.688888888888889,3.203703703703704,660054.0,382729.0,0.0,270,1634.5112362096975,118.94799672467016
2017-01-03,499.1333333333333,-7.8,0.4,-3.7,8.2,21.7,0.0,0.0,0.0,0.0,1.0,0.0,0.8072916666666666,1.7916666666666667,1.2994791666666667,635395.0,376013.0,0.0,384,1747.59546742469,384.8580541206092
2017-01-04,501.1333333333333,-8.4,2.2,-3.1,10.6,21.1,0.0,0.0,0.0,0.0,1.0,1.0,2.767391304347826,3.643478260869565,3.2054347826086955,766082.0,376721.0,0.0,460,1822.679698639683,187.4199508079189
2017-01-05,502.1333333333333,-6.6,0.7,-3.0,7.3,21.0,0.0,0.0,0.0,0.0,1.0,0.0,2.601145038167939,3.5248091603053435,3.062977099236641,888222.0,524933.0,0.0,524,1885.7639298546756,479.2850369018275
2017-01-06,503.1333333333333,-1.3,2.5,0.6,3.8,17.4,0.0,0.0,0.0,0.0,1.0,2.0,4.007751937984496,5.366925064599483,4.68733850129199,674759.0,224497.0,0.0,387,1747.8481610696685,68.84693358913722
2017-01-07,505.1333333333333,-4.1,1.9,-1.1,6.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,4.119658119658119,5.247863247863248,4.683760683760683,754413.0,329623.0,0.0,351,1710.932392284661,123.99296802670062
2017-01-08,507.1333333333333,0.3,3.7,2.0,3.4000000000000004,16.0,0.0,11.0,0.0,11.0,1.0,0.0,4.690476190476191,5.726190476190476,5.208333333333334,302637.0,240840.0,0.0,168,1527.0166234996539,-332.44513528598964
2017-01-09,508.1333333333333,1.5,5.2,3.4,3.7,14.6,0.0,2.6,0.0,2.6,0.0,28.0,6.218809980806142,7.571976967370442,6.8953934740882925,1011098.0,356546.0,0.0,521,1879.1008547146466,-207.31022137989828
2017-01-10,510.1333333333333,-4.5,3.6,-0.5,8.1,18.5,0.0,0.0,0.0,0.0,0.0,1.0,3.612303290414878,4.838340486409156,4.225321888412017,1341828.0,684498.0,0.0,699,2056.185085929639,213.7458704536042
2017-01-11,512.1333333333333,-6.7,1.8,-2.5,8.5,20.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0579096045197742,3.285310734463277,2.671610169491525,1328753.0,747148.0,0.0,708,2064.269317144632,496.1839737662945
2017-01-12,514.1333333333333,-7.6,0.5,-3.6,8.1,21.6,0.0,0.0,0.0,0.0,0.0,0.0,1.4762633996937211,2.705972434915773,2.0911179173047474,1267478.0,727478.0,0.0,653,2008.353548359625,638.6670483810153
2017-01-13,516.1333333333333,-7.1,0.8,-3.2,7.899999999999999,21.2,0.0,0.0,0.0,0.0,0.0,0.0,2.005865102639296,3.1158357771261,2.560850439882698,1327822.0,554401.0,0.0,682,2036.4377795746177,622.0940311622336
2017-01-14,518.1333333333333,-7.1,3.2,-2.0,10.3,20.0,0.0,0.0,0.0,0.0,0.0,0.0,4.825515947467167,5.512195121951219,5.168855534709193,1340303.0,580717.0,0.0,533,1886.5220107896105,108.50989341197987
2017-01-15,520.1333333333333,-2.6,4.2,0.8,6.800000000000001,17.2,0.0,0.0,0.0,0.0,0.0,0.0,5.859956236323852,6.866520787746171,6.363238512035012,1103324.0,428301.0,0.0,457,1809.6062420046032,-119.40016398395915
2017-01-16,523.1333333333333,0.2,6.0,3.1,5.8,14.9,0.0,4.4,0.0,4.4,0.0,0.0,6.824626865671642,8.052238805970148,7.438432835820896,1196898.0,661249.0,0.0,536,1887.690473219596,-313.8382672966495
2017-01-17,525.1333333333333,4.7,9.0,6.9,4.3,11.1,0.0,28.4,0.0,28.4,0.0,25.0,9.004444444444445,10.36888888888889,9.686666666666667,425173.0,151390.0,0.0,225,1575.7747044345888,-1080.5684394844666
2017-01-18,527.1333333333333,7.9,11.4,9.7,3.5,8.3,0.0,26.0,0.0,26.0,0.0,23.0,11.153409090909092,12.315340909090908,11.734375,716573.0,406971.0,0.0,352,1701.8589356495813,-1318.1525772347204
2017-01-19,530.1333333333333,5.6,8.7,7.2,3.1,10.8,0.0,20.8,0.0,20.8,0.0,6.0,8.914209115281501,10.1313672922252,9.52278820375335,763771.0,361990.0,0.0,373,1721.9431668645743,-886.9954222656847
2017-01-20,532.1333333333333,1.6,7.3,4.5,5.699999999999999,13.5,0.0,0.4,0.0,0.4,0.0,0.0,8.882028665931642,9.98787210584344,9.43495038588754,2164424.0,985158.0,0.0,907,2255.027398079567,-140.32134191137015
2017-01-21,535.1333333333333,4.2,10.5,7.4,6.3,10.6,0.0,1.6,0.0,1.6,0.0,0.0,10.5702746365105,11.476575121163169,11.023424878836837,1633394.0,624089.0,0.0,619,1966.1116292945599,-914.4335255783751
2017-01-22,537.1333333333333,2.0,7.4,4.7,5.4,13.3,0.0,2.8,0.0,2.8,0.0,0.0,7.47985347985348,8.68131868131868,8.08058608058608,602113.0,209467.0,0.0,273,1619.1958605095524,-789.5123476509641
2017-01-23,540.15,-1.7,6.9,2.6,8.6,15.4,0.0,0.0,0.0,0.0,0.0,0.0,7.081500646830531,8.35705045278137,7.719275549805951,1718662.0,638664.0,0.0,773,2118.2800917245454,-213.5573189529946
2017-01-24,543.15,-1.8,4.6,1.4,6.4,16.6,0.0,0.0,0.0,0.0,0.0,0.0,6.8081841432225065,8.135549872122763,7.471867007672635,1737586.0,682994.0,0.0,782,2126.364322939538,144.8358130576653
2017-01-25,545.15,2.1,5.8,4.0,3.7,14.0,0.0,0.0,0.0,0.0,0.0,0.0,7.474424552429667,8.79539641943734,8.134910485933503,1570958.0,527440.0,0.0,782,2125.448554154531,-37.456255817461624
