Date,Date,day_length,min_temp,max_temp,mean_temp,temp_diff,hdd,cdd,rain,snow,total_precip,snow_on_ground,max_gust,mean_dep_temp,mean_ret_temp,mean_ride_temp,total_dist,total_duration,ebike_trips,num_trips,adj_num_trips
628,2018-09-21,734.2,11.6,16.3,14.0,4.700000000000001,4.0,0.0,23.8,0.0,23.8,0.0,6.0,15.504743833017075,16.462365591397848,15.98355471220746,3612737.33,1774030.0,0.0,1581,2303.6902560906587
629,2018-09-22,730.2,12.5,18.7,15.6,6.199999999999999,2.4,0.0,15.8,0.0,15.8,0.0,4.0,17.717488789237667,18.12235746316464,17.919923126201155,4492165.67,2645180.0,0.0,1561,2283.4034419786326
630,2018-09-23,727.2,10.1,15.1,12.6,5.0,5.4,0.0,0.2,0.0,0.2,0.0,1.0,16.575453677172874,17.044890162368674,16.810171919770774,6326305.66,2911810.0,0.0,2094,2816.1203858334584
631,2018-09-24,723.2,8.3,16.4,12.4,8.099999999999998,5.6,0.0,0.0,0.0,0.0,0.0,0.0,17.57328990228013,18.103257328990228,17.83827361563518,7851973.34,3620903.0,0.0,3070,3791.8410798386058
632,2018-09-25,720.2,6.1,16.8,11.5,10.7,6.5,0.0,0.0,0.0,0.0,0.0,2.0,17.410963347388908,18.06584495621148,17.738404151800193,8038391.0,4273693.0,0.0,3083,3804.565516177542
633,2018-09-26,716.1833333333333,7.6,16.8,12.2,9.2,5.8,0.0,0.0,0.0,0.0,0.0,0.0,17.864993215739485,18.515943012211668,18.190468113975577,7332310.0,3422843.0,0.0,2948,3669.293687033737
634,2018-09-27,712.1833333333333,9.0,17.1,13.1,8.100000000000001,4.9,0.0,0.0,0.0,0.0,0.0,2.0,18.6657060518732,19.30035222542428,18.98302913864874,7930318.99,3574720.0,0.0,3123,3844.0255845906586
635,2018-09-28,709.1833333333333,10.9,18.7,14.8,7.799999999999999,3.2,0.0,0.0,0.0,0.0,0.0,1.0,19.80408573342264,20.35063630274615,20.0773610180844,7862291.34,3700452.0,0.0,2986,3706.761201031776
636,2018-09-29,705.1833333333333,8.8,16.7,12.8,7.899999999999999,5.2,0.0,0.8,0.0,0.8,0.0,0.0,17.893411665967268,18.46705832983634,18.18023499790181,7180222.0,3554376.0,0.0,2383,3103.5005285405578
637,2018-09-30,701.1833333333333,11.3,15.1,13.2,3.799999999999999,4.8,0.0,16.2,0.0,16.2,0.0,6.0,14.002132196162046,15.010660980810234,14.50639658848614,1029858.0,446876.0,0.0,469,1189.243559300473
638,2018-10-01,698.1833333333333,12.9,17.6,15.3,4.700000000000001,2.7,0.0,6.4,0.0,6.4,0.0,2.0,16.582535885167463,17.51854066985646,17.05053827751196,4044705.66,1925537.0,0.0,1672,2391.9902854949896
639,2018-10-02,694.1833333333333,5.9,14.7,10.3,8.799999999999999,7.7,0.0,0.4,0.0,0.4,0.0,30.0,14.147547628698824,14.807863802188894,14.47770571544386,6275778.66,2681695.0,0.0,2467,3186.7406993075765
640,2018-10-03,691.1833333333333,1.6,10.4,6.0,8.8,12.0,0.0,0.0,0.0,0.0,0.0,0.0,11.410412147505424,12.52581344902386,11.968112798264642,5505429.67,2272037.0,0.0,2305,3024.4947929217033
641,2018-10-04,687.1833333333333,2.4,12.5,7.5,10.1,10.5,0.0,0.0,0.0,0.0,0.0,0.0,13.55905205905206,14.243201243201243,13.901126651126653,6243056.67,2691865.0,0.0,2574,3293.2525585208377
642,2018-10-05,683.1833333333333,6.0,13.6,9.8,7.6,8.2,0.0,1.2,0.0,1.2,0.0,2.0,13.912839248434238,14.78340292275574,14.34812108559499,4368419.33,2149991.0,0.0,1916,2635.0139882884487
643,2018-10-06,680.1833333333333,7.9,13.3,10.6,5.4,7.4,0.0,0.0,0.0,0.0,0.0,8.0,15.430190206394172,15.573452043707002,15.501821125050586,7481408.0,3346807.0,0.0,2471,3189.779074408005
644,2018-10-07,676.1833333333333,9.2,12.8,11.0,3.6000000000000014,7.0,0.0,6.2,0.0,6.2,0.0,0.0,13.239302694136292,14.133122028526149,13.68621236133122,1547865.34,1009981.0,0.0,631,1349.547809062975
645,2018-10-08,673.1833333333333,9.7,12.4,11.1,2.700000000000001,6.9,0.0,2.2,0.0,2.2,0.0,0.0,13.761814744801512,14.46219281663516,14.112003780718336,2749685.0,1331711.0,0.0,1058,1776.3201844368277
646,2018-10-09,669.1833333333333,6.0,14.4,10.2,8.4,7.8,0.0,0.0,0.0,0.0,0.0,2.0,15.725574153367068,16.429349941611523,16.077462047489295,6626971.0,2616103.0,0.0,2569,3287.096192713032
647,2018-10-10,666.1833333333333,6.3,14.1,10.2,7.8,7.8,0.0,0.0,0.0,0.0,0.0,0.0,15.558401241753977,16.264260768335273,15.911331005044625,6157829.66,3252192.0,0.0,2577,3294.8758260750565
648,2018-10-11,662.1833333333333,5.2,13.7,9.5,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,14.491757137112987,15.316445516686771,14.90410132689988,6032449.33,2726268.0,0.0,2487,3204.65907670637
649,2018-10-12,658.1666666666666,5.0,14.9,10.0,9.9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,14.531096871466264,15.427440633245382,14.979268752355823,6695366.0,2649794.0,0.0,2653,3370.445936790441
650,2018-10-13,655.1666666666666,3.8,14.3,9.1,10.5,8.9,0.0,0.0,0.0,0.0,0.0,0.0,16.122979897516753,16.259361450532126,16.19117067402444,8020564.67,4287274.0,0.0,2537,3254.2363985107377
651,2018-10-14,651.1666666666666,1.9,14.4,8.2,12.5,9.8,0.0,0.0,0.0,0.0,0.0,0.0,16.4919168591224,16.578290993071594,16.535103926096998,6646465.0,3060737.0,0.0,2165,2882.0304540507295
652,2018-10-15,648.1666666666666,2.8,13.8,8.3,11.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,14.549618320610689,15.238458742275537,14.894038531443112,6546961.66,3171459.0,0.0,2751,3467.8280955938853
653,2018-10-16,644.1666666666666,3.1,14.8,9.0,11.7,9.0,0.0,0.0,0.0,0.0,0.0,0.0,14.99923106497501,15.92156862745098,15.460399846212995,6420662.33,2834480.0,0.0,2601,3317.629315323673
654,2018-10-17,641.1666666666666,3.1,15.3,9.2,12.2,8.8,0.0,0.0,0.0,0.0,0.0,0.0,15.596632223497895,16.41944125526215,16.008036739380024,6330480.33,2652806.0,0.0,2613,3329.434105423562
655,2018-10-18,637.1666666666666,4.8,14.6,9.7,9.8,8.3,0.0,0.0,0.0,0.0,0.0,0.0,15.418121054585963,16.17898254734497,15.798551800965466,6649310.0,4158481.0,0.0,2693,3409.242458077021
656,2018-10-19,634.1666666666666,4.5,14.8,9.7,10.3,8.3,0.0,0.0,0.0,0.0,0.0,0.0,15.529280948851,16.098591549295776,15.813936249073388,6937741.67,4117498.0,0.0,2698,3414.0543654675184
657,2018-10-20,630.1666666666666,3.3,13.2,8.3,9.9,9.7,0.0,0.0,0.0,0.0,0.0,0.0,15.167313664596271,15.414208074534162,15.290760869565217,7682510.67,3847748.0,0.0,2576,3291.8698197785225
658,2018-10-21,627.1666666666666,4.0,14.0,9.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,15.912295786758383,15.977644024075666,15.944969905417024,7345626.33,3425178.0,0.0,2326,3041.6888131935025
659,2018-10-22,623.1666666666666,2.7,12.0,7.4,9.3,10.6,0.0,0.0,0.0,0.0,0.0,0.0,13.76653846153846,14.52846153846154,14.1475,6849255.33,3504900.0,0.0,2600,3315.511337895927
660,2018-10-23,620.1666666666666,3.9,12.3,8.1,8.4,9.9,0.0,0.4,0.0,0.4,0.0,4.0,12.616151545363907,13.922731804586242,13.269441674975074,4686750.0,2067711.0,0.0,2006,2721.3373860692654
661,2018-10-24,616.1666666666666,8.9,14.6,11.8,5.699999999999999,6.2,0.0,1.0,0.0,1.0,0.0,1.0,15.517469310670444,16.415958451369217,15.966713881019832,4960347.0,2026944.0,0.0,2118,2833.166949896985
662,2018-10-25,613.1666666666666,11.2,13.3,12.3,2.1000000000000014,5.7,0.0,9.0,0.0,9.0,0.0,4.0,13.597883597883598,14.780045351473923,14.18896447467876,2900456.0,1223817.0,0.0,1323,2038.0000215625555
663,2018-10-26,610.1666666666666,9.3,16.8,13.1,7.5,4.9,0.0,10.8,0.0,10.8,0.0,17.0,16.67355565993424,17.197275716298734,16.935415688116485,5142768.0,2267827.0,0.0,2129,2843.8365932494457
664,2018-10-27,606.1666666666666,5.1,13.8,9.5,8.700000000000001,8.5,0.0,10.8,0.0,10.8,0.0,10.0,14.077636152954808,14.696987253765933,14.387311703360371,5147974.33,2936077.0,0.0,1726,2440.6766571411235
665,2018-10-28,603.1666666666666,8.5,14.4,11.5,5.9,6.5,0.0,24.6,0.0,24.6,0.0,8.0,13.015151515151516,13.862470862470865,13.43881118881119,2123746.0,1121490.0,0.0,858,1572.5202054210586
666,2018-10-29,599.15,5.9,12.2,9.1,6.299999999999999,8.9,0.0,11.8,0.0,11.8,0.0,0.0,11.324433656957927,12.578478964401295,11.95145631067961,2759425.67,1071307.0,0.0,1236,1950.3672302727186
667,2018-10-30,596.15,6.9,12.8,9.9,5.9,8.1,0.0,8.6,0.0,8.6,0.0,0.0,12.611880046136102,13.667820069204152,13.139850057670127,3844608.67,1924290.0,0.0,1734,2448.217723879573
668,2018-10-31,593.15,9.0,11.1,10.1,2.1,7.9,0.0,16.6,0.0,16.6,0.0,1.0,11.960975609756098,13.147154471544717,12.554065040650409,2712033.67,1248449.0,0.0,1230,1944.0716784250906
669,2018-11-01,590.15,10.1,15.0,12.6,4.9,5.4,0.0,27.6,0.0,27.6,0.0,19.0,13.901315789473683,15.16578947368421,14.533552631578946,1655161.0,617395.0,0.0,760,1473.9290860927395
670,2018-11-02,586.15,9.5,14.3,11.9,4.800000000000001,6.1,0.0,6.6,0.0,6.6,0.0,23.0,15.270231213872831,16.02552986512524,15.647880539499036,5411101.0,2249800.0,0.0,2076,2789.7899390659886
671,2018-11-03,583.15,9.8,11.7,10.8,1.8999999999999984,7.2,0.0,15.6,0.0,15.6,0.0,14.0,12.524271844660197,13.655339805825244,13.08980582524272,870704.0,414119.0,0.0,412,1125.654229528307
672,2018-11-04,580.15,7.7,13.2,10.5,5.499999999999999,7.5,0.0,4.0,0.0,4.0,0.0,21.0,15.344025157232704,15.719496855345913,15.531761006289308,4936424.67,2176711.0,0.0,1590,2303.521949663163
673,2018-11-05,577.15,5.5,12.8,9.2,7.300000000000001,8.8,0.0,0.6,0.0,0.6,0.0,0.0,12.77560414269275,13.863636363636363,13.319620253164556,3898833.0,1478303.0,0.0,1738,2451.393091654025
674,2018-11-06,574.15,5.5,12.0,8.8,6.5,9.2,0.0,0.0,0.0,0.0,0.0,11.0,11.799894957983192,12.909138655462185,12.354516806722687,4271490.0,2078808.0,0.0,1904,2617.2676476843626
675,2018-11-07,570.15,2.2,10.2,6.2,7.999999999999999,11.8,0.0,0.0,0.0,0.0,0.0,0.0,9.839957035445757,10.967239527389903,10.40359828141783,4358786.33,1777970.0,0.0,1862,2575.1456099376437
676,2018-11-08,567.15,2.6,8.9,5.8,6.300000000000001,12.2,0.0,0.0,0.0,0.0,0.0,0.0,8.839424805272618,10.022768124625523,9.431096464949071,3710783.0,2069712.0,0.0,1669,2382.026970597338
677,2018-11-09,564.15,3.9,6.6,5.3,2.7,12.7,0.0,6.6,0.0,6.6,0.0,0.0,8.324979114452798,9.477861319966584,8.90142021720969,2596421.0,1047889.0,0.0,1197,1909.9117218469125
678,2018-11-10,561.15,2.2,9.7,6.0,7.499999999999999,12.0,0.0,0.0,0.0,0.0,0.0,0.0,11.06371911573472,11.524707412223668,11.294213263979197,4366605.67,1856737.0,0.0,1538,2250.7998558698373
679,2018-11-11,558.15,-0.3,8.3,4.0,8.600000000000001,14.0,0.0,0.0,0.0,0.0,0.0,0.0,9.784879725085911,10.261168384879726,10.02302405498282,4326098.34,2165476.0,0.0,1455,2167.691364849581
680,2018-11-12,555.15,-0.1,9.4,4.7,9.5,13.3,0.0,0.0,0.0,0.0,0.0,0.0,10.677037037037037,11.182222222222222,10.92962962962963,3706664.33,2161526.0,0.0,1350,2062.586240969612
681,2018-11-13,553.15,1.2,11.4,6.3,10.2,11.7,0.0,5.6,0.0,5.6,0.0,4.0,10.077247191011235,11.349719101123595,10.713483146067414,3006657.0,1360957.0,0.0,1424,2136.4844764133986
682,2018-11-14,550.15,7.6,13.8,10.7,6.200000000000001,7.3,0.0,19.4,0.0,19.4,0.0,8.0,11.947288006111537,13.116119174942703,12.53170359052712,2890311.67,2531965.0,0.0,1309,2021.38606336441
683,2018-11-15,547.15,7.6,11.0,9.3,3.4000000000000004,8.7,0.0,4.4,0.0,4.4,0.0,2.0,11.567331670822943,12.86284289276808,12.215087281795512,1765564.33,799780.0,0.0,802,1514.290994006115
684,2018-11-16,544.15,3.1,11.6,7.4,8.5,10.6,0.0,0.0,0.0,0.0,0.0,0.0,11.403750689464974,12.318808604522893,11.861279646993934,4506936.66,1836930.0,0.0,1813,2525.199260521982
685,2018-11-17,541.15,-0.7,8.8,4.1,9.5,13.9,0.0,0.0,0.0,0.0,0.0,0.0,10.17707701637356,10.677986658580958,10.42753183747726,4912658.01,3075402.0,0.0,1649,2361.1108550954805
686,2018-11-18,539.1333333333333,-2.2,7.9,2.9,10.1,15.1,0.0,0.0,0.0,0.0,0.0,0.0,9.262879788639363,9.857331571994717,9.56010568031704,4011331.66,2213503.0,0.0,1514,2226.0257699100775
687,2018-11-19,536.1333333333333,-1.4,8.7,3.7,10.1,14.3,0.0,0.0,0.0,0.0,0.0,0.0,7.935273159144893,9.056413301662708,8.4958432304038,3768261.66,1771406.0,0.0,1684,2395.9439971492434
688,2018-11-20,534.1333333333333,-0.2,9.5,4.7,9.7,13.3,0.0,0.0,0.0,0.0,0.0,0.0,9.417935702199662,10.589960518894529,10.003948110547096,3882029.33,1710616.0,0.0,1773,2484.8655289964463
689,2018-11-21,531.1333333333333,5.6,11.2,8.4,5.6,9.6,0.0,11.8,0.0,11.8,0.0,0.0,10.898305084745765,12.13689700130378,11.517601043024772,1633795.0,672899.0,0.0,767,1478.7903576351544
690,2018-11-22,529.1333333333333,7.0,10.1,8.6,3.1,9.4,0.0,18.4,0.0,18.4,0.0,10.0,10.14315789473684,11.386315789473684,10.76473684210526,2109695.0,804011.0,0.0,950,1661.718475248837
691,2018-11-23,526.1333333333333,5.1,9.8,7.5,4.700000000000001,10.5,0.0,7.6,0.0,7.6,0.0,6.0,9.64885496183206,10.799236641221372,10.224045801526715,3092911.33,1277391.0,0.0,1310,2021.649874020963
692,2018-11-24,524.1333333333333,5.1,8.3,6.7,3.200000000000001,11.3,0.0,0.6,0.0,0.6,0.0,0.0,9.069767441860463,9.97568710359408,9.522727272727272,2326612.0,1105759.0,0.0,946,1657.5845461350004
693,2018-11-25,522.1333333333333,4.9,8.4,6.7,3.5,11.3,0.0,4.4,0.0,4.4,0.0,6.0,9.128978224455611,10.142378559463989,9.6356783919598,1386081.0,684802.0,0.0,597,1308.5224837744183
694,2018-11-26,519.1333333333333,7.0,11.3,9.2,4.300000000000001,8.8,0.0,46.4,0.0,46.4,0.0,23.0,11.950819672131148,13.292349726775956,12.621584699453551,795732.67,453983.0,0.0,366,1077.4636791226853
695,2018-11-27,517.1333333333333,8.7,14.5,11.6,5.800000000000001,6.4,0.0,16.6,0.0,16.6,0.0,19.0,13.458369851007888,14.4829097283085,13.970639789658192,2470336.0,1068425.0,0.0,1141,1852.4081243632704
696,2018-11-28,515.1333333333333,7.2,10.2,8.7,2.999999999999999,9.3,0.0,2.6,0.0,2.6,0.0,2.0,10.451701931922724,11.624655013799448,11.038178472861086,2314224.99,1036590.0,0.0,1087,1798.355811679642
697,2018-11-29,513.1333333333333,5.2,8.9,7.1,3.7,10.9,0.0,2.2,0.0,2.2,0.0,0.0,10.00214899713467,11.03295128939828,10.517550143266476,3183324.0,1358245.0,0.0,1396,2107.306733255269
698,2018-11-30,511.1333333333333,6.0,9.2,7.6,3.2,10.4,0.0,2.8,0.0,2.8,0.0,0.0,8.79077711357814,9.86934244235696,9.330059777967548,2550448.33,1241378.0,0.0,1171,1882.2608812736198
699,2018-12-01,509.1333333333333,2.3,8.5,5.4,6.2,12.6,0.0,3.0,0.0,3.0,0.0,1.0,9.146902654867256,10.001769911504423,9.57433628318584,2840453.0,2113327.0,0.0,1130,1841.2182479181633
700,2018-12-02,508.1333333333333,-1.2,7.1,3.0,8.299999999999999,15.0,0.0,0.0,0.0,0.0,0.0,0.0,8.214421252371917,8.747628083491461,8.481024667931688,2954544.0,1506030.0,0.0,1054,1765.1788253723682
701,2018-12-03,506.1333333333333,-2.8,6.7,2.0,9.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,6.305773342836778,7.506058446186743,6.905915894511761,3064642.33,1427873.0,0.0,1403,2114.142605819703
702,2018-12-04,504.1333333333333,-4.7,4.6,-0.1,9.3,18.1,0.0,0.0,0.0,0.0,0.0,0.0,4.26178390137781,5.511240029006527,4.8865119651921685,2893629.67,1421131.0,0.0,1379,2090.109581443637
703,2018-12-05,503.1333333333333,-4.7,5.6,0.5,10.3,17.5,0.0,0.0,0.0,0.0,0.0,0.0,4.640970735189151,5.80870806566738,5.224839400428266,2934686.33,1807812.0,0.0,1401,2112.079744427638
704,2018-12-06,501.1333333333333,-4.7,4.3,-0.2,9.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,3.634710743801653,4.866115702479338,4.250413223140495,2524603.0,1524633.0,0.0,1210,1921.0530869551758
705,2018-12-07,500.1333333333333,-5.7,4.6,-0.6,10.3,18.6,0.0,0.0,0.0,0.0,0.0,0.0,4.252565114443567,5.486187845303867,4.869376479873717,2834753.34,1585643.0,0.0,1267,1978.029601209718
706,2018-12-08,499.1333333333333,0.7,6.3,3.5,5.6,14.5,0.0,3.2,0.0,3.2,0.0,0.0,7.967897271268058,8.940609951845907,8.454253611556982,1479386.0,616069.0,0.0,623,1334.009279374734
707,2018-12-09,498.1333333333333,2.9,7.0,5.0,4.1,13.0,0.0,18.8,0.0,18.8,0.0,10.0,8.362204724409448,9.594488188976378,8.978346456692913,505696.0,157508.0,0.0,254,964.9921136336925
708,2018-12-10,496.1333333333333,5.3,9.8,7.6,4.500000000000001,10.4,0.0,2.8,0.0,2.8,0.0,0.0,9.618078175895766,10.799674267100976,10.208876221498372,2771623.33,1337157.0,0.0,1228,1938.9780961700617
709,2018-12-11,495.1333333333333,5.5,10.4,8.0,4.9,10.0,0.0,37.8,0.0,37.8,0.0,23.0,8.169230769230769,9.452307692307691,8.81076923076923,1224100.33,929920.0,0.0,650,1360.9672191673108
710,2018-12-12,495.1333333333333,2.6,7.9,5.3,5.300000000000001,12.7,0.0,3.8,0.0,3.8,0.0,11.0,7.384898710865562,8.696132596685082,8.040515653775323,2254858.67,1145926.0,0.0,1086,1796.9594748089082
711,2018-12-13,494.1333333333333,6.1,8.4,7.3,2.3000000000000007,10.7,0.0,67.0,0.0,67.0,0.0,15.0,8.084398976982097,9.675191815856778,8.879795396419437,843282.67,362115.0,0.0,391,1101.9548552783226
712,2018-12-14,493.1333333333333,5.5,12.3,8.9,6.800000000000001,9.1,0.0,5.0,0.0,5.0,0.0,36.0,11.7938808373591,13.105475040257648,12.449677938808374,2753438.34,1569578.0,0.0,1242,1952.9533527590231
713,2018-12-15,492.1333333333333,2.4,8.9,5.7,6.5,12.3,0.0,0.6,0.0,0.6,0.0,19.0,9.492431886982846,10.41473259334006,9.953582240161452,2411251.33,1069012.0,0.0,991,1701.954959434478
714,2018-12-16,492.1333333333333,5.7,10.1,7.9,4.4,10.1,0.0,9.6,0.0,9.6,0.0,36.0,10.694581280788178,11.79310344827586,11.243842364532018,1009581.0,511208.0,0.0,406,1116.9596674881561
715,2018-12-17,491.1333333333333,7.4,9.8,8.6,2.4000000000000004,9.4,0.0,8.8,0.0,8.8,0.0,34.0,10.922695738354808,12.137760158572844,11.530227948463825,2185606.0,1126681.0,0.0,1009,1719.9674691035264
716,2018-12-18,491.1333333333333,6.9,10.2,8.6,3.299999999999999,9.4,0.0,9.4,0.0,9.4,0.0,14.0,10.514553014553014,11.667359667359667,11.09095634095634,2030430.66,854065.0,0.0,962,1672.978356464057
717,2018-12-19,491.1333333333333,5.8,9.2,7.5,3.3999999999999995,10.5,0.0,0.2,0.0,0.2,0.0,17.0,10.179445350734095,11.393964110929852,10.786704730831977,2536463.0,1760517.0,0.0,1226,1936.9923217532169
718,2018-12-20,491.1333333333333,4.3,12.9,8.6,8.600000000000001,9.4,0.0,16.8,0.0,16.8,0.0,60.0,11.371523915461625,12.384872080088988,11.878197997775306,1850602.67,879212.0,0.0,899,1610.009357154475
719,2018-12-21,491.1333333333333,2.7,6.8,4.8,4.1,13.2,0.0,3.0,0.0,3.0,0.0,21.0,6.702247191011236,7.715890850722311,7.209069020866774,2827392.67,1432861.0,0.0,1246,1957.0294548512998
720,2018-12-22,491.1333333333333,2.7,7.2,5.0,4.5,13.0,0.0,4.8,0.0,4.8,0.0,21.0,7.279411764705882,8.302521008403362,7.790966386554622,1091880.0,539240.0,0.0,476,1187.0526070271603
721,2018-12-23,491.1333333333333,5.5,7.7,6.6,2.2,11.4,0.0,10.8,0.0,10.8,0.0,11.0,7.6644736842105265,8.56578947368421,8.115131578947368,677812.0,574842.0,0.0,304,1015.0788058655246
722,2018-12-24,491.1333333333333,2.9,8.3,5.6,5.4,12.4,0.0,0.0,0.0,0.0,0.0,1.0,8.859060402684564,9.74228187919463,9.300671140939595,1745877.0,977274.0,0.0,745,1456.108043549862
723,2018-12-25,491.1333333333333,1.1,5.5,3.3,4.4,14.7,0.0,0.0,0.0,0.0,0.0,0.0,7.102866779089376,7.7419898819561555,7.422428330522766,1969782.0,910266.0,0.0,593,1304.1403122636407
724,2018-12-26,492.1333333333333,2.7,4.3,3.5,1.5999999999999996,14.5,0.0,3.8,0.0,3.8,0.0,11.0,5.767361111111111,6.684027777777778,6.225694444444445,646040.0,269466.0,0.0,288,999.17560419033
725,2018-12-27,492.1333333333333,0.9,5.5,3.2,4.6,14.8,0.0,0.0,0.0,0.0,0.0,0.0,6.902509652509653,7.665057915057915,7.283783783783784,2693413.33,1492902.0,0.0,1036,1747.213911513398
726,2018-12-28,493.1333333333333,1.8,4.8,3.3,3.0,14.7,0.0,35.6,0.0,35.6,0.0,0.0,5.375634517766497,6.50761421319797,5.941624365482234,391818.33,337573.0,0.0,197,908.2552264163137
727,2018-12-29,494.1333333333333,4.7,10.6,7.7,5.9,10.3,0.0,10.0,0.0,10.0,0.0,27.0,10.321353065539112,11.200845665961944,10.761099365750528,1245568.0,637752.0,0.0,473,1184.2995410825456
728,2018-12-30,494.1333333333333,1.2,7.8,4.5,6.6,13.5,0.0,0.0,0.0,0.0,0.0,36.0,7.984780662488809,8.418084153983886,8.201432408236347,3665851.67,2070002.0,0.0,1117,1828.346847695563
729,2018-12-31,495.1333333333333,-2.8,5.2,1.2,8.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,7.181041181041181,7.712509712509712,7.446775446775447,3769969.0,2036989.0,0.0,1287,1998.397138438834
730,2019-01-01,496.1333333333333,0.8,5.3,3.1,4.5,14.9,0.0,0.0,0.0,0.0,0.0,0.0,7.161764705882353,7.649321266968326,7.40554298642534,2574763.0,1338153.0,0.0,884,1595.4504054958275
731,2019-01-02,497.1333333333333,2.4,5.5,4.0,3.1,14.0,0.0,3.4,0.0,3.4,0.0,10.0,5.997109826589595,7.218208092485549,6.607658959537572,1633044.0,598100.0,0.0,692,1403.5066410500121
732,2019-01-03,499.1333333333333,4.5,9.5,7.0,5.0,11.0,0.0,54.8,0.0,54.8,0.0,23.0,9.3203125,10.75390625,10.037109375,537459.33,190887.0,0.0,256,967.5658372848566
733,2019-01-04,500.1333333333333,6.1,10.4,8.3,4.300000000000001,9.7,0.0,9.6,0.0,9.6,0.0,14.0,10.531645569620252,11.67433831990794,11.102991944764096,2225882.0,976172.0,0.0,869,1580.6279863838297
734,2019-01-05,501.1333333333333,5.3,8.7,7.0,3.3999999999999995,11.0,0.0,3.2,0.0,3.2,0.0,2.0,10.350340136054422,11.223356009070296,10.78684807256236,2542021.0,1225237.0,0.0,882,1593.6930805304
735,2019-01-06,503.1333333333333,3.3,7.9,5.6,4.6000000000000005,12.4,0.0,6.8,0.0,6.8,0.0,28.0,8.541966426858513,9.537170263788967,9.03956834532374,2223647.0,1135154.0,0.0,834,1545.7611119080364
736,2019-01-07,504.1333333333333,0.5,5.8,3.2,5.3,14.8,0.0,0.0,0.0,0.0,0.0,23.0,6.338028169014085,7.355819125277984,6.846923647146035,3278753.0,1446215.0,0.0,1349,2060.8320727002074
737,2019-01-08,506.1333333333333,-1.0,5.5,2.3,6.5,15.7,0.0,2.4,0.0,2.4,0.0,0.0,5.868937048503612,7.165118679050567,6.5170278637770895,2043245.67,1151550.0,0.0,969,1680.9059550903821
738,2019-01-09,507.1333333333333,3.8,10.5,7.2,6.7,10.8,0.0,6.8,0.0,6.8,0.0,23.0,9.82943925233645,11.130841121495328,10.48014018691589,1678475.0,808727.0,0.0,856,1567.9827512620286
739,2019-01-10,509.1333333333333,8.2,11.1,9.7,2.9000000000000004,8.3,0.0,3.6,0.0,3.6,0.0,14.0,11.894135567402897,13.051028179741053,12.472581873571976,2851935.0,1432471.0,0.0,1313,2025.062453398616
740,2019-01-11,511.1333333333333,3.5,10.2,6.9,6.699999999999999,11.1,0.0,0.0,0.0,0.0,0.0,0.0,11.221086261980831,12.20447284345048,11.712779552715656,3789541.34,1782698.0,0.0,1565,2277.145053683613
741,2019-01-12,513.1333333333333,-0.2,11.3,5.6,11.5,12.4,0.0,0.0,0.0,0.0,0.0,0.0,11.002093510118632,11.591765526866713,11.296929518492671,4207561.67,2334994.0,0.0,1433,2145.230544300488
742,2019-01-13,515.1333333333333,0.8,8.7,4.8,7.899999999999999,13.2,0.0,0.0,0.0,0.0,0.0,0.0,10.725634178905208,10.907877169559413,10.816755674232311,4878983.34,2062101.0,0.0,1498,2210.31891743271
743,2019-01-14,517.1333333333333,-1.9,4.9,1.5,6.800000000000001,16.5,0.0,0.0,0.0,0.0,0.0,0.0,5.953194650817236,7.024517087667162,6.488855869242199,3211526.0,1617927.0,0.0,1346,2058.410165263748
744,2019-01-15,519.1333333333333,-2.0,5.3,1.7,7.3,16.3,0.0,0.0,0.0,0.0,0.0,0.0,5.771538461538461,6.952307692307692,6.361923076923077,3000733.0,1113229.0,0.0,1300,2012.50427997707
745,2019-01-16,521.1333333333333,-1.8,7.2,2.7,9.0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,6.782022471910112,8.005243445692884,7.393632958801498,2989286.66,1269649.0,0.0,1335,2047.6012537561448
746,2019-01-17,524.1333333333333,0.1,10.4,5.3,10.3,12.7,0.0,12.2,0.0,12.2,0.0,10.0,10.02601156069364,11.303468208092486,10.664739884393065,2223330.33,1046010.0,0.0,1038,1750.7010787844415
747,2019-01-18,526.1333333333333,6.8,9.8,8.3,3.000000000000001,9.7,0.0,7.4,0.0,7.4,0.0,19.0,10.424693520140105,11.656742556917688,11.040718038528896,2639170.0,1177602.0,0.0,1142,1854.803747245429
748,2019-01-19,528.1333333333333,4.2,9.6,6.9,5.4,11.1,0.0,2.0,0.0,2.0,0.0,32.0,11.12987012987013,11.661525974025974,11.395698051948052,3314462.34,1776639.0,0.0,1232,1944.9092513225753
749,2019-01-20,531.1333333333333,1.9,7.3,4.6,5.4,13.4,0.0,0.0,0.0,0.0,0.0,15.0,9.151888341543517,9.73727422003284,9.444581280788178,3642213.0,1785260.0,0.0,1218,1931.0175831993492
