Departure,Return,Departure station,Return station,Membership Type,Covered distance (m),Duration (sec.),Departure battery voltage (mV),Return battery voltage (mV),Departure slot,Return slot,Stopover duration (sec.),Number of bike stopovers
2021-12-08 21:00,2021-12-08 21:00,0063 Robson & Granville,0035 Coal Harbour Community Centre,365 Standard,1545,338,3805,3914,21,8,0,0
2021-12-08 21:00,2021-12-08 21:00,0201 Shaw Tower,0174 1st & Manitoba,365 Standard,3446,1069,3779,3955,18,31,0,0
2021-12-08 21:00,2021-12-08 21:00,0072 14th & Cambie,0255 18th & Main,30 Day Pass,1460,438,3619,3818,7,14,0,0
2021-12-08 21:00,2021-12-08 21:00,0005 Dunsmuir & Beatty,0058 Homer & Smithe,365 Standard,2101,670,3663,3792,7,5,0,0
2021-12-08 21:00,2021-12-08 21:00,0072 14th & Cambie,0212 Union & Dunlevy,365 Standard,0,1128,3471,3555,9,9,0,0
2021-12-08 21:00,2021-12-08 21:00,0230 Alexander & Railway,0044 Pacific & Richards,365 Plus,3540,946,3640,3958,15,10,0,0
2021-12-08 21:00,2021-12-08 21:00,0193 Science World,0143 South False Creek Seawall,365 Corporate Standard Renewal,2464,423,3797,3951,5,5,0,0
2021-12-08 21:00,2021-12-08 21:00,0174 1st & Manitoba,0006 Olympic Village Station,365 Plus,955,234,3982,4132,3,22,0,0
2021-12-08 21:00,2021-12-08 22:00,0019 Robson & Hornby,0024 Hornby & Pender,30 Day Pass,604,220,3843,3924,28,4,0,0
2021-12-08 21:00,2021-12-08 22:00,0019 Robson & Hornby,0024 Hornby & Pender,30 Day Pass,588,661,3955,3987,15,8,0,0
2021-12-08 21:00,2021-12-08 22:00,0148 Creekside Park North,0006 Olympic Village Station,24 Hour,1827,431,3855,3980,1,3,0,0
2021-12-08 21:00,2021-12-08 22:00,0044 Pacific & Richards,0100 Stanley Park - Prospect Point,365 Plus,11104,3611,4059,4353,2,11,0,0
2021-12-08 21:00,2021-12-08 22:00,0064 Expo & Smithe,0040 Cardero & Davie,365 Day Pass Plus SALE,2558,854,3679,3947,6,3,0,0
2021-12-08 21:00,2021-12-08 22:00,0064 Expo & Smithe,0040 Cardero & Davie,365 Corporate Plus,2644,986,3887,4030,3,4,0,0
2021-12-08 21:00,2021-12-08 22:00,0187 Bute & Davie,0201 Shaw Tower,365 Day Founding Standard,1498,451,3987,4130,19,12,0,0
2021-12-08 21:00,2021-12-08 22:00,0005 Dunsmuir & Beatty,0221 Glen & Union,24 Hour,2489,750,3698,3903,14,3,0,0
2021-12-08 21:00,2021-12-08 22:00,0063 Robson & Granville,0063 Robson & Granville,30 Day Pass,1635,1682,3640,3731,10,10,0,0
2021-12-08 21:00,2021-12-08 22:00,0171 5th & Yukon,0089 Burrard & Drake,365 Corporate Plus,3007,788,3877,4084,11,4,0,0
2021-12-08 21:00,2021-12-08 22:00,0098 Carrall & Hastings,0159 Vine & 4th,365 Corporate Standard,6381,1385,3806,4066,6,10,0,0
2021-12-08 21:00,2021-12-08 22:00,0225 McLean & Pender,0215 Princess & Union,365 Plus,1970,705,3756,3942,12,10,0,0
2021-12-08 21:00,2021-12-08 22:00,0017 Marinaside & Davie,0039 Helmcken & Burrard,Community Pass,3324,2179,3735,3813,20,8,577,2
2021-12-08 21:00,2021-12-08 22:00,0124 Richards & Cordova,0079 Nelson & Richards,365 Plus,1080,447,3958,4092,1,16,0,0
2021-12-08 21:00,2021-12-08 22:00,0257 Prince Edward & 14th,0166 Alder & 11th,365 Plus,3001,1001,3895,4098,2,1,0,0
2021-12-08 21:00,2021-12-08 22:00,0213 Pender & Gore,0066 Anderson & 2nd,Community Pass,4596,1626,3805,4093,13,5,0,0
2021-12-08 21:00,2021-12-09 11:00,0136 David Lam Park - West,0136 David Lam Park - West,24 Hour,7381,50180,3853,3985,16,5,0,0
2021-12-08 22:00,2021-12-08 22:00,0050 Bute & Comox,0050 Bute & Comox,365 Standard,0,31,3697,3750,13,13,0,0
2021-12-08 22:00,2021-12-08 22:00,0089 Burrard & Drake,0088 Harwood & Bute,365 Standard,500,160,3887,4042,2,1,0,0
2021-12-08 22:00,2021-12-08 22:00,0073 Ontario & 5th,0177 Quebec & 1st,365 Plus,543,176,3715,3827,2,17,0,0
2021-12-08 22:00,2021-12-08 22:00,0019 Robson & Hornby,0044 Pacific & Richards,365 Standard,1480,457,3621,3721,22,7,0,0
2021-12-08 22:00,2021-12-08 22:00,0019 Robson & Hornby,0096 Nicola & Robson,365 Day Founding Plus,1045,279,3692,3850,16,7,0,0
2021-12-08 22:00,2021-12-08 22:00,0057 Marinaside & Cooperage,0137 Beach & Seymour,365 Standard,1676,400,3951,4126,14,4,0,0
2021-12-08 22:00,2021-12-08 22:00,0137 Beach & Seymour,0108 1st & Chestnut,365 Corporate Plus,1905,439,4001,4188,3,4,0,0
2021-12-08 22:00,2021-12-08 22:00,0054 Expo & Carrall,0024 Hornby & Pender,365 Standard,2313,728,3895,4063,1,10,0,0
2021-12-08 22:00,2021-12-08 22:00,0174 1st & Manitoba,0017 Marinaside & Davie,365 Plus,2176,448,3829,3968,20,20,0,0
2021-12-08 22:00,2021-12-08 22:00,0001 10th & Cambie,0274 Victoria & 10th,365 Standard,3632,1052,3674,3963,23,8,0,0
2021-12-08 22:00,2021-12-08 22:00,0014 Canada Place,0034 Cordova & Bute,30 Day Pass,773,435,3681,3671,6,3,0,0
2021-12-08 22:00,2021-12-08 22:00,0012 Dunsmuir & Richards,0199 Georgia & Main,365 Corporate Plus Renewal,1451,384,3752,3910,10,16,0,0
2021-12-08 22:00,2021-12-08 22:00,0287 Carolina & Great Northern Way,0236 Keith & 6th,365 Standard,984,242,3882,4040,4,14,0,0
2021-12-08 22:00,2021-12-08 22:00,0287 Carolina & Great Northern Way,0218 Carrall & Seawall,365 Corporate Plus Renewal,2133,475,3718,3837,14,15,0,0
2021-12-08 22:00,2021-12-08 22:00,0034 Cordova & Bute,0215 Princess & Union,365 Standard,3134,719,3681,3892,12,3,0,0
2021-12-08 22:00,2021-12-08 22:00,0005 Dunsmuir & Beatty,0199 Georgia & Main,30 Day Pass,955,188,3963,4090,23,18,0,0
2021-12-08 22:00,2021-12-08 22:00,0134 14th & Main,0248 St George & Broadway,365 Plus,1133,474,3819,3947,5,1,0,0
2021-12-08 22:00,2021-12-08 22:00,0010 Stamps Landing,0193 Science World,365 Corporate Plus Renewal,1582,475,3864,3976,9,9,0,0
2021-12-08 22:00,2021-12-08 22:00,0037 Hornby & Nelson,0142 Beach & Cardero,365 Plus,6183,1298,3750,3980,4,22,0,0
2021-12-08 22:00,2021-12-08 22:00,0193 Science World,0004 Yaletown-Roundhouse Station,365 Standard,1931,497,3706,3843,3,8,0,0
2021-12-08 22:00,2021-12-08 22:00,0015 Granville & Georgia,0057 Marinaside & Cooperage,365 Standard,1670,716,3777,3913,1,1,0,0
2021-12-08 22:00,2021-12-08 22:00,0300 Bute & Barclay,0048 Comox & Broughton,365 Standard,606,162,3637,3813,12,4,0,0
2021-12-08 22:00,2021-12-08 22:00,0001 10th & Cambie,0282 14th & Fraser,365 Corporate Standard Renewal,2305,694,3753,3950,32,12,0,0
2021-12-08 22:00,2021-12-08 22:00,0006 Olympic Village Station,0112 10th & Oak,24 Hour,1182,524,3916,4006,3,5,0,0
2021-12-08 22:00,2021-12-08 22:00,0005 Dunsmuir & Beatty,0187 Bute & Davie,365 Corporate Plus Renewal,2613,943,3689,3874,25,18,0,0
2021-12-08 22:00,2021-12-08 23:00,0050 Bute & Comox,0060 Bidwell & Burnaby,365 Standard,1121,287,3689,3781,13,12,0,0
2021-12-08 22:00,2021-12-08 23:00,0189 Granville Island,0064 Expo & Smithe,365 Standard,3369,985,3756,3903,15,6,0,0
2021-12-08 22:00,2021-12-08 23:00,0035 Coal Harbour Community Centre,0235 Charles & Commercial,365 Plus,5670,1360,3603,3864,6,18,0,0
2021-12-08 22:00,2021-12-08 23:00,0039 Helmcken & Burrard,0039 Helmcken & Burrard,Community Pass,2207,2639,3698,3823,8,3,1757,2
2021-12-08 22:00,2021-12-08 23:00,0136 David Lam Park - West,0136 David Lam Park - West,24 Hour,7371,3864,3708,3955,14,4,0,0
2021-12-08 22:00,2021-12-09 0:00,0100 Stanley Park - Prospect Point,0137 Beach & Seymour,365 Plus,6105,5040,4238,4301,11,8,3371,1
2021-12-08 22:00,2021-12-09 11:00,0040 Cardero & Davie,0032 Comox & Denman,30 Day Pass,485,46495,3816,3860,3,11,0,0
2021-12-08 22:00,2021-12-09 11:00,0981 Workshop - Service Complete,0222 Adanac & McLean,VIP,9487,47384,3789,3934,50,6,39877,1
2021-12-08 23:00,2021-12-08 23:00,0261 8th & Fraser,0274 Victoria & 10th,365 Standard,1970,464,3823,4011,12,6,0,0
2021-12-08 23:00,2021-12-08 23:00,0021 Cordova & Granville,0034 Cordova & Bute,30 Day Pass,761,221,3700,3764,3,8,0,0
2021-12-08 23:00,2021-12-08 23:00,0002 Burrard Station (Melville & Dunsmuir),0122 Haro & Denman,365 Standard,1598,420,3723,3898,26,19,0,0
2021-12-08 23:00,2021-12-08 23:00,0212 Union & Dunlevy,0219 Hawks & Union,365 Plus,0,203,3391,3528,9,13,0,0
2021-12-08 23:00,2021-12-08 23:00,0124 Richards & Cordova,0052 Cambie & Water,30 Day Pass,0,150,3482,3552,8,12,0,0
2021-12-08 23:00,2021-12-08 23:00,0073 Ontario & 5th,0211 14th & Alder,30 Day Pass,3148,831,3731,3921,9,6,0,0
2021-12-08 23:00,2021-12-08 23:00,0073 Ontario & 5th,0180 Columbia & 14th,365 Standard,1368,483,3682,3793,11,6,0,0
2021-12-08 23:00,2021-12-08 23:00,0177 Quebec & 1st,0150 Alexander & Main,Community Pass,1760,570,4084,4219,20,8,0,0
2021-12-08 23:00,2021-12-08 23:00,0242 8th & Commercial,0258 13th & St George,365 Standard,2389,629,3598,3750,34,2,0,0
2021-12-08 23:00,2021-12-08 23:00,0125 Hamilton & Robson,0138 Richards & Helmcken,365 Day Founding Standard,767,301,3671,3776,9,15,0,0
2021-12-08 23:00,2021-12-08 23:00,0037 Hornby & Nelson,0032 Comox & Denman,365 Plus,1641,453,3726,3918,16,6,0,0
2021-12-08 23:00,2021-12-08 23:00,0058 Homer & Smithe,0052 Cambie & Water,30 Day Pass,1147,608,3645,3732,17,31,0,0
2021-12-08 23:00,2021-12-08 23:00,0148 Creekside Park North,0230 Alexander & Railway,365 Plus,1901,851,3608,3950,7,2,0,0
2021-12-08 23:00,2021-12-08 23:00,0212 Union & Dunlevy,0079 Nelson & Richards,365 Day Founding Standard,2334,603,3900,4071,13,17,0,0
2021-12-08 23:00,2021-12-08 23:00,0052 Cambie & Water,0125 Hamilton & Robson,365 Plus,1235,467,3629,3816,25,4,0,0
2021-12-08 23:00,2021-12-08 23:00,0037 Hornby & Nelson,0207 Alberni & Jervis,365 Corporate Plus,1155,432,3930,4196,2,19,0,0
2021-12-08 23:00,2021-12-08 23:00,0193 Science World,0300 Bute & Barclay,365 Standard,3250,920,3803,4053,9,10,0,0
2021-12-08 23:00,2021-12-08 23:00,0004 Yaletown-Roundhouse Station,0057 Marinaside & Cooperage,30 Day Pass,749,206,3805,4018,1,9,0,0
2021-12-08 23:00,2021-12-08 23:00,0006 Olympic Village Station,0174 1st & Manitoba,30 Day Pass,957,672,3956,3892,8,10,0,0
2021-12-08 23:00,2021-12-08 23:00,0174 1st & Manitoba,0009 Spyglass & Seawall,365 Standard,933,283,3690,3818,2,14,0,0
2021-12-08 23:00,2021-12-08 23:00,0171 5th & Yukon,0030 Abbott & Cordova,365 Corporate Plus Renewal,3003,783,3753,3955,4,3,0,0
2021-12-08 23:00,2021-12-08 23:00,0177 Quebec & 1st,0191 7th & Laurel,365 Standard,1868,495,3805,3992,7,11,0,0
2021-12-08 23:00,2021-12-08 23:00,0039 Helmcken & Burrard,0063 Robson & Granville,Community Pass,1074,2345,3653,3779,3,32,1830,2
2021-12-08 23:00,2021-12-08 23:00,0300 Bute & Barclay,0138 Richards & Helmcken,30 Day Pass,1284,506,3542,3690,11,10,0,0
2021-12-08 23:00,2021-12-08 23:00,0005 Dunsmuir & Beatty,0150 Alexander & Main,365 Plus,1217,326,3827,3963,22,15,0,0
2021-12-08 23:00,2021-12-08 23:00,0004 Yaletown-Roundhouse Station,0174 1st & Manitoba,365 Standard,2797,681,3610,3839,2,27,0,0
2021-12-08 23:00,2021-12-09 0:00,0063 Robson & Granville,0079 Nelson & Richards,Community Pass,2885,2274,3605,3761,32,5,1252,5
2021-12-09 0:00,2021-12-09 0:00,0139 Burrard & 4th,0139 Burrard & 4th,365 Standard,0,60,3908,3998,2,2,0,0
2021-12-09 0:00,2021-12-09 0:00,0300 Bute & Barclay,0088 Harwood & Bute,Archived Monthly Standard,753,257,3918,3968,10,14,0,0
2021-12-09 0:00,2021-12-09 0:00,0122 Haro & Denman,0084 Beach & Broughton,365 Standard,1266,288,3903,4043,18,9,0,0
2021-12-09 0:00,2021-12-09 0:00,0026 Beatty & Robson,0019 Robson & Hornby,365 Corporate Plus,1168,707,3969,4045,1,3,0,0
2021-12-09 0:00,2021-12-09 0:00,0070 10th & Granville,0114 Cypress & 14th,365 Day Pass Standard SALE,1098,392,3771,3913,13,2,0,0
2021-12-09 0:00,2021-12-09 0:00,0235 Charles & Commercial,0004 Yaletown-Roundhouse Station,365 Plus,4898,958,3602,3898,18,2,0,0
2021-12-09 0:00,2021-12-09 0:00,0218 Carrall & Seawall,0011 Ontario & Seawall,365 Standard,867,196,3895,3995,1,17,0,0
2021-12-09 0:00,2021-12-09 0:00,0009 Spyglass & Seawall,0006 Olympic Village Station,365 Standard,579,166,3692,3821,14,21,0,0
2021-12-09 0:00,2021-12-09 1:00,0079 Nelson & Richards,0012 Dunsmuir & Richards,Community Pass,3622,2661,3655,3756,5,22,1256,5
2021-12-09 0:00,2021-12-09 10:00,0016 Pender & Burrard,0041 Cardero & Robson,365 Plus,1178,291,3494,3236,25,4,0,0
2021-12-09 1:00,2021-12-09 1:00,0058 Homer & Smithe,0173 1st & Columbia,365 Day Pass Plus SALE,2046,366,4022,4146,1,16,0,0
2021-12-09 1:00,2021-12-09 1:00,0174 1st & Manitoba,0076 Cypress & 4th,30 Day Pass,3873,1057,3674,3874,30,4,0,0
2021-12-09 1:00,2021-12-09 1:00,0174 1st & Manitoba,0006 Olympic Village Station,30 Day Pass,957,220,3848,3960,15,20,0,0
2021-12-09 1:00,2021-12-09 1:00,0002 Burrard Station (Melville & Dunsmuir),0187 Bute & Davie,365 Plus,1247,319,3739,3939,12,4,0,0
2021-12-09 1:00,2021-12-09 1:00,0211 14th & Alder,0074 10th & Main,365 Corporate Plus Renewal,2607,581,3756,3932,6,1,0,0
2021-12-09 1:00,2021-12-09 1:00,0019 Robson & Hornby,0172 10th & Columbia,365 Standard,3706,1131,3740,3850,11,1,0,0
2021-12-09 1:00,2021-12-09 1:00,0174 1st & Manitoba,0174 1st & Manitoba,30 Day Pass,704,174,3837,3934,11,15,0,0
2021-12-09 1:00,2021-12-09 1:00,0015 Granville & Georgia,0096 Nicola & Robson,30 Day Pass,1462,466,3913,4061,5,4,0,0
2021-12-09 1:00,2021-12-09 1:00,0134 14th & Main,0282 14th & Fraser,30 Day Pass,882,269,3803,3903,13,10,0,0
2021-12-09 1:00,2021-12-09 1:00,0253 Charles & Woodland,0230 Alexander & Railway,365 Plus,2472,731,3889,4032,10,19,0,0
2021-12-09 1:00,2021-12-09 1:00,0139 Burrard & 4th,0300 Bute & Barclay,365 Standard,2911,580,3782,4113,2,10,0,0
2021-12-09 2:00,2021-12-09 2:00,0064 Expo & Smithe,0193 Science World,365 Plus,1768,816,3702,3832,4,2,0,0
2021-12-09 2:00,2021-12-09 2:00,0089 Burrard & Drake,0088 Harwood & Bute,365 Plus,481,141,3889,4042,4,7,0,0
2021-12-09 2:00,2021-12-09 2:00,0126 Thurlow & Pendrell,0087 Broughton & Burnaby,30 Day Pass,669,175,3864,3992,3,2,0,0
2021-12-09 2:00,2021-12-09 2:00,0079 Nelson & Richards,0207 Alberni & Jervis,365 Plus,1562,467,3918,4117,16,1,0,0
2021-12-09 3:00,2021-12-09 3:00,0193 Science World,0010 Stamps Landing,365 Corporate Plus Renewal,1553,349,3695,3845,2,8,0,0
2021-12-09 4:00,2021-12-09 5:00,0011 Ontario & Seawall,0030 Abbott & Cordova,30 Day Pass,1678,496,3908,4077,17,7,0,0
2021-12-09 5:00,2021-12-09 10:00,0124 Richards & Cordova,0048 Comox & Broughton,30 Day Pass,3179,815,0,3739,,1,0,0
2021-12-09 6:00,2021-12-09 6:00,0215 Princess & Union,0124 Richards & Cordova,365 Standard,2125,443,3797,3951,10,21,0,0
2021-12-09 6:00,2021-12-09 6:00,0266 St Catherines & 7th,0225 McLean & Pender,365 Day Founding Standard,2652,892,3650,3808,19,12,0,0
2021-12-09 6:00,2021-12-09 6:00,0126 Thurlow & Pendrell,0123 Georgia & Thurlow,365 Standard,1153,303,3800,3922,13,4,0,0
2021-12-09 6:00,2021-12-09 6:00,0305 Georgia & Homer,0124 Richards & Cordova,30 Day Pass,612,248,3594,3706,6,23,0,0
2021-12-09 6:00,2021-12-09 6:00,0108 1st & Chestnut,0153 Arbutus Greenway & Fir,Archived Monthly Standard,816,222,3752,3939,3,9,0,0
2021-12-09 6:00,2021-12-09 6:00,0064 Expo & Smithe,0081 7th & Heather,365 Corporate Standard,1686,444,3732,3898,12,4,0,0
2021-12-09 6:00,2021-12-09 6:00,0006 Olympic Village Station,0174 1st & Manitoba,30 Day Pass,953,261,3960,4098,16,15,0,0
2021-12-09 6:00,2021-12-09 6:00,0187 Bute & Davie,0036 Bute & Robson,365 Standard,618,212,3816,3881,16,24,0,0
2021-12-09 6:00,2021-12-09 7:00,0166 Alder & 11th,0001 10th & Cambie,365 Standard,1370,381,3441,3607,13,4,0,0
2021-12-09 7:00,2021-12-09 7:00,0298 6th & Carolina,0193 Science World,365 Corporate Standard Renewal,1823,462,3932,4051,13,4,0,0
2021-12-09 7:00,2021-12-09 7:00,0300 Bute & Barclay,0030 Abbott & Cordova,365 Corporate Plus Renewal,2297,600,3763,3919,9,11,0,0
2021-12-09 7:00,2021-12-09 7:00,0215 Princess & Union,0234 Station & National,Community Pass,933,282,3784,3910,6,3,0,0
2021-12-09 7:00,2021-12-09 7:00,0262 8th & Prince Edward,0161 Alexander & Dunlevy,365 Plus,3661,1011,3753,3972,9,1,0,0
2021-12-09 7:00,2021-12-09 7:00,0032 Comox & Denman,0024 Hornby & Pender,365 Standard,2201,700,3713,3884,16,17,0,0
2021-12-09 7:00,2021-12-09 7:00,0213 Pender & Gore,0190 Melville & Bute,365 Corporate Plus Renewal,2797,899,3963,4179,2,8,0,0
2021-12-09 7:00,2021-12-09 7:00,0187 Bute & Davie,0027 Beatty & Nelson,365 Standard,1676,485,3934,4095,14,2,0,0
2021-12-09 7:00,2021-12-09 7:00,0159 Vine & 4th,0140 Burrard & 7th,365 Plus,1223,222,3879,4014,1,6,0,0
2021-12-09 7:00,2021-12-09 7:00,0088 Harwood & Bute,0021 Cordova & Granville,30 Day Pass,2315,557,3905,4040,14,3,0,0
2021-12-09 7:00,2021-12-09 7:00,0274 Victoria & 10th,0001 10th & Cambie,365 Standard,3632,795,3686,4006,8,8,0,0
2021-12-09 7:00,2021-12-09 7:00,0174 1st & Manitoba,0008 8th & Ash,365 Corporate Plus,1259,287,3731,3869,14,15,0,0
2021-12-09 7:00,2021-12-09 7:00,0032 Comox & Denman,0045 Beach & Hornby,365 Day Founding Plus,1968,412,3895,4061,8,15,0,0
2021-12-09 7:00,2021-12-09 7:00,0123 Georgia & Thurlow,0021 Cordova & Granville,30 Day Pass,1098,182,3818,3919,4,21,0,0
2021-12-09 7:00,2021-12-09 7:00,0150 Alexander & Main,0124 Richards & Cordova,365 Plus,871,268,3831,3914,2,22,0,0
2021-12-09 7:00,2021-12-09 8:00,0265 St Catherines & 10th,0232 Britannia Parking Lot,Community Pass,2703,801,3526,3892,8,14,0,0
2021-12-09 7:00,2021-12-09 8:00,0297 6th & Prince Edward,0024 Hornby & Pender,365 Corporate Plus,3640,1521,3165,3403,10,18,0,0
2021-12-09 7:00,2021-12-09 8:00,0297 6th & Prince Edward,0024 Hornby & Pender,365 Corporate Plus,3771,1281,3726,3911,9,19,0,0
2021-12-09 7:00,2021-12-09 8:00,0148 Creekside Park North,0006 Olympic Village Station,Community Pass,2056,461,3686,3861,2,17,0,0
2021-12-09 7:00,2021-12-09 8:00,0087 Broughton & Burnaby,0218 Carrall & Seawall,365 Day Founding Plus,3224,785,3853,4071,2,14,0,0
2021-12-09 7:00,2021-12-09 8:00,0190 Melville & Bute,0068 Cypress & Broadway,365 Standard,4094,1443,3848,4034,10,2,0,0
2021-12-09 7:00,2021-12-09 8:00,0088 Harwood & Bute,0058 Homer & Smithe,365 Corporate Plus Renewal,2080,2292,3863,4069,1,17,0,0
2021-12-09 7:00,2021-12-09 8:00,0274 Victoria & 10th,0065 Cypress & Cornwall,Community Pass,7502,2105,3698,3982,11,14,0,0
2021-12-09 8:00,2021-12-09 8:00,0190 Melville & Bute,0035 Coal Harbour Community Centre,365 Standard,492,115,3668,3747,7,3,0,0
2021-12-09 8:00,2021-12-09 8:00,0126 Thurlow & Pendrell,0002 Burrard Station (Melville & Dunsmuir),365 Corporate Plus,1025,331,3637,3824,12,12,0,0
2021-12-09 8:00,2021-12-09 8:00,0112 10th & Oak,0001 10th & Cambie,365 Corporate Plus,941,289,3771,3813,17,3,0,0
2021-12-09 8:00,2021-12-09 8:00,0212 Union & Dunlevy,0225 McLean & Pender,365 Standard,1964,478,3724,3887,7,1,0,0
2021-12-09 8:00,2021-12-09 8:00,0087 Broughton & Burnaby,0089 Burrard & Drake,365 Plus,824,227,3845,3969,14,23,0,0
2021-12-09 8:00,2021-12-09 8:00,0297 6th & Prince Edward,0253 Charles & Woodland,365 Corporate Plus Renewal,2807,747,3439,3624,15,6,0,0
2021-12-09 8:00,2021-12-09 8:00,0009 Spyglass & Seawall,0057 Marinaside & Cooperage,365 Corporate Plus Renewal,2599,589,3939,4135,3,13,0,0
2021-12-09 8:00,2021-12-09 8:00,0079 Nelson & Richards,0005 Dunsmuir & Beatty,365 Plus,1125,306,3872,4000,17,5,0,0
2021-12-09 8:00,2021-12-09 8:00,0174 1st & Manitoba,0198 5th & Main,365 Day Founding Standard,880,280,3837,3927,7,13,0,0
2021-12-09 8:00,2021-12-09 8:00,0039 Helmcken & Burrard,0124 Richards & Cordova,365 Standard,1705,509,3695,3945,12,24,0,0
2021-12-09 8:00,2021-12-09 8:00,0300 Bute & Barclay,0024 Hornby & Pender,365 Standard,1357,416,3916,4080,10,20,0,0
2021-12-09 8:00,2021-12-09 8:00,0024 Hornby & Pender,0032 Comox & Denman,365 Standard,2417,813,3776,3893,2,16,0,0
2021-12-09 8:00,2021-12-09 8:00,0244 10th & Commercial,0980 Workshop - Balancer Bike Check In,VIP,2258,560,3876,4056,18,1,0,0
2021-12-09 8:00,2021-12-09 8:00,0096 Nicola & Robson,0014 Canada Place,30 Day Pass,1980,651,3895,4072,4,6,0,0
2021-12-09 8:00,2021-12-09 8:00,0012 Dunsmuir & Richards,0016 Pender & Burrard,365 Day Founding Plus,792,234,3792,3992,1,22,0,0
2021-12-09 8:00,2021-12-09 8:00,0187 Bute & Davie,0036 Bute & Robson,365 Standard,620,176,3805,3884,7,22,0,0
2021-12-09 8:00,2021-12-09 8:00,0060 Bidwell & Burnaby,0047 Chilco & Beach,365 Day Founding Plus,618,166,3706,3771,12,14,0,0
2021-12-09 8:00,2021-12-09 8:00,0011 Ontario & Seawall,0030 Abbott & Cordova,30 Day Pass,2291,928,3943,4175,19,21,0,0
2021-12-09 8:00,2021-12-09 8:00,0174 1st & Manitoba,0045 Beach & Hornby,365 Corporate Plus,3953,837,3558,3821,4,1,0,0
2021-12-09 8:00,2021-12-09 8:00,0137 Beach & Seymour,0006 Olympic Village Station,365 Day Founding Plus,2777,613,4022,4213,3,3,0,0
2021-12-09 8:00,2021-12-09 8:00,0197 1st & Scotia,0173 1st & Columbia,365 Standard,967,340,3676,3763,15,11,0,0
2021-12-09 8:00,2021-12-09 8:00,0011 Ontario & Seawall,0011 Ontario & Seawall,30 Day Pass,40,75,3852,3940,6,7,0,0
2021-12-09 8:00,2021-12-09 8:00,0283 15th & Knight,0244 10th & Commercial,365 Standard,914,259,3397,3647,1,16,0,0
2021-12-09 8:00,2021-12-09 8:00,0045 Beach & Hornby,0073 Ontario & 5th,365 Day Pass Standard SALE,3902,784,3627,3884,5,11,0,0
2021-12-09 8:00,2021-12-09 8:00,0173 1st & Columbia,0193 Science World,365 Standard,831,264,3763,3943,15,5,0,0
2021-12-09 8:00,2021-12-09 8:00,0177 Quebec & 1st,0064 Expo & Smithe,365 Standard,1921,974,3607,3677,2,4,0,0
2021-12-09 8:00,2021-12-09 8:00,0179 11th & Kingsway,0189 Granville Island,30 Day Pass,3910,831,3668,3882,1,3,0,0
2021-12-09 8:00,2021-12-09 8:00,0236 Keith & 6th,0230 Alexander & Railway,365 Standard,3312,1110,3658,3840,8,5,0,0
2021-12-09 8:00,2021-12-09 8:00,0084 Beach & Broughton,0045 Beach & Hornby,365 Day Pass Standard SALE,873,226,3827,3956,5,6,0,0
2021-12-09 8:00,2021-12-09 8:00,0148 Creekside Park North,0039 Helmcken & Burrard,365 Standard,2362,543,3711,3924,3,12,0,0
2021-12-09 8:00,2021-12-09 8:00,0129 Richards & Robson,0124 Richards & Cordova,30 Day Pass,684,435,3598,3763,6,8,0,0
2021-12-09 8:00,2021-12-09 8:00,0075 Arbutus & 10th,0113 Arbutus & 16th,365 Day Pass Plus SALE,698,268,3930,4013,12,31,0,0
2021-12-09 8:00,2021-12-09 8:00,0129 Richards & Robson,0129 Richards & Robson,30 Day Pass,0,20,3608,3718,6,6,0,0
2021-12-09 8:00,2021-12-09 8:00,0005 Dunsmuir & Beatty,0078 Nelson & Mainland,365 Standard,978,243,3668,3800,16,1,0,0
2021-12-09 8:00,2021-12-09 8:00,0044 Pacific & Richards,0123 Georgia & Thurlow,365 Plus,2019,689,3827,4087,3,10,0,0
2021-12-09 8:00,2021-12-09 8:00,0050 Bute & Comox,0039 Helmcken & Burrard,365 Corporate Standard,555,173,3866,3977,5,5,0,0
2021-12-09 8:00,2021-12-09 8:00,0138 Richards & Helmcken,0024 Hornby & Pender,365 Plus,1433,321,3856,3997,4,6,0,0
2021-12-09 8:00,2021-12-09 8:00,0187 Bute & Davie,0005 Dunsmuir & Beatty,30 Day Pass,2399,888,3740,3990,11,4,0,0
2021-12-09 8:00,2021-12-09 8:00,0045 Beach & Hornby,0161 Alexander & Dunlevy,Community Pass,4275,886,3916,4200,16,14,0,0
2021-12-09 8:00,2021-12-09 8:00,0159 Vine & 4th,0053 Keefer & Abbott,365 Corporate Standard,4923,1423,3872,4059,10,26,0,0
2021-12-09 8:00,2021-12-09 8:00,0088 Harwood & Bute,0230 Alexander & Railway,365 Standard,4612,1283,3673,4085,4,16,0,0
2021-12-09 8:00,2021-12-09 8:00,0035 Coal Harbour Community Centre,0228 Keefer & Hawks,365 Corporate Plus Renewal,4739,1372,3761,4059,3,10,0,0
2021-12-09 8:00,2021-12-09 8:00,0180 Columbia & 14th,0171 5th & Yukon,365 Day Founding Standard,1553,347,3645,3779,6,4,0,0
2021-12-09 8:00,2021-12-09 8:00,0005 Dunsmuir & Beatty,0044 Pacific & Richards,365 Plus,2025,591,3881,4045,21,2,0,0
2021-12-09 8:00,2021-12-09 8:00,0174 1st & Manitoba,0010 Stamps Landing,365 Corporate Plus Renewal,1192,318,3898,4019,24,12,0,0
